省份,性别,年龄,金额
辽宁,1,39,111182.37
重庆,1,39,111631.74
山东,1,39,112020
福建,0,39,115895.37
广东,0,39,117200
北京,0,39,118087.37
福建,0,39,118703.55
北京,1,39,120000
陕西,0,39,120000
福建,1,39,120000
江西,1,39,120000
黑龙江,1,39,120001
上海,1,39,120003
江苏,1,39,120008
天津,1,39,120088.37
广东,0,39,120261.37
江苏,1,39,120281.37
北京,1,39,121041
安徽,1,39,122009
上海,1,39,126167.64
广东,0,39,128520
广东,1,39,129197.37
江苏,0,39,129500
广东,1,39,130000
湖北,1,39,130005
上海,0,39,130081.37
山东,0,39,130091
上海,0,39,130096.59
福建,1,39,130125
广东,0,39,130168.49
吉林,1,39,133000
上海,1,39,133001
河北,1,39,133077.33
山东,1,39,134002
重庆,1,39,134504.68
重庆,1,39,140000
重庆,1,39,140000
北京,1,39,140001
上海,1,39,140082.37
广东,0,39,140087.12
上海,0,39,140171.49
广东,1,39,140402
北京,0,39,140462.06
辽宁,1,39,145084.37
江西,1,39,145152.88
浙江,1,39,146314
浙江,1,39,148738.68
福建,1,39,150000
北京,1,39,150001
山东,0,39,150271.37
四川,0,39,150447.26
北京,1,39,154007
山西,1,39,156065
辽宁,1,39,158494.66
河北,1,39,159100
河北,0,39,160000
山东,1,39,160000
浙江,1,39,160000
内蒙古,0,39,160002
湖南,0,39,161542.83
江西,0,39,166838.94
四川,0,39,170003
甘肃,1,39,170025
上海,0,39,170081.37
福建,0,39,170081.37
天津,1,39,170084.37
四川,1,39,170299.18
湖南,0,39,173535
北京,1,39,174492.94
广东,1,39,174700
天津,1,39,175866.47
四川,0,39,180080.37
河北,1,39,180499.18
辽宁,0,39,181082.38
广东,1,39,181087.12
广东,1,39,182004
北京,1,39,182719.05
江苏,1,39,185494.14
黑龙江,0,39,186004
广东,0,39,190002
上海,0,39,190043.56
江苏,1,39,190398.27
江苏,0,39,190621.94
山东,1,39,190764.38
福建,1,39,191561.48
河南,0,39,194005
河南,1,39,194201
上海,0,39,194543.56
江苏,1,39,195081.37
重庆,1,39,195081.37
广东,1,39,198013
河南,1,39,199039
上海,1,39,199147.67
浙江,1,39,200000
江苏,0,39,200000
山西,0,39,200000
吉林,1,39,200000
北京,1,39,200000
江西,0,39,200000
广东,1,39,200000
云南,1,39,200000
广东,1,39,200000
北京,1,39,200001
辽宁,0,39,200001
北京,1,39,200002
北京,1,39,200002
江苏,1,39,200002
辽宁,0,39,200002
河北,1,39,200004
重庆,0,39,200006
北京,1,39,200007
河北,0,39,200008
山东,0,39,200106
广东,1,39,200111
湖南,0,39,201086
山西,0,39,202015.29
安徽,0,39,203000
广东,1,39,206482.04
福建,0,39,206887.37
河北,1,39,207043.56
福建,0,39,207500
河北,1,39,209612.42
湖北,1,39,209887.37
浙江,1,39,209900
江苏,0,39,210000
浙江,1,39,210006
北京,1,39,210087.37
浙江,1,39,210170.49
湖南,0,39,211000
北京,1,39,214959.8
上海,1,39,215085.37
四川,1,39,215154.88
北京,1,39,220086.37
江苏,0,39,220682.37
湖北,0,39,221081.37
河南,1,39,223593
河北,1,39,229281.37
山西,1,39,229367.58
北京,1,39,230081.37
江苏,1,39,233159.51
安徽,1,39,240003
北京,1,39,240018
广东,1,39,240348.49
黑龙江,1,39,246012
陕西,0,39,249000
河南,1,39,249819
北京,1,39,250000
浙江,0,39,250003
北京,1,39,250006
辽宁,1,39,250103
广东,1,39,250305.93
山西,1,39,251273
福建,1,39,254141
北京,1,39,254550
上海,0,39,254743.25
上海,0,39,257081.37
广东,0,39,257611.51
广东,0,39,258424.06
山东,1,39,260087.37
福建,0,39,267122
北京,1,39,267422
辽宁,1,39,268081.37
北京,1,39,270000
河南,1,39,270200
北京,0,39,274535.41
江苏,1,39,275204
海南,1,39,277000
云南,0,39,280000
山西,0,39,280081.37
北京,0,39,280463.5
广东,0,39,280609.86
江苏,0,39,282581.37
江苏,1,39,285045.56
广东,1,39,285600.2
广东,1,39,288121
上海,1,39,293172.88
上海,1,39,296423
北京,0,39,300010
河南,1,39,304121.37
天津,1,39,310000
福建,0,39,314045.53
北京,0,39,320006
云南,1,39,320018
河南,0,39,324372.75
四川,0,39,325000
广东,1,39,328264.21
江苏,0,39,333181.37
上海,1,39,335091.37
上海,1,39,339901
北京,1,39,349055.88
广东,1,39,350003
上海,1,39,350872.45
北京,0,39,352861.07
北京,1,39,355705.44
北京,0,39,360000
江苏,1,39,360004
辽宁,1,39,362563
河北,0,39,369011
江苏,1,39,369819.37
广东,1,39,372092.37
广东,1,39,379224
北京,1,39,380043.56
北京,0,39,381031
江苏,1,39,389379.59
山东,1,39,389928.66
上海,1,39,395084.37
北京,1,39,400000
广东,1,39,400000
吉林,1,39,400000
湖北,0,39,400000
浙江,0,39,400000
上海,1,39,400002
重庆,1,39,400002
广东,1,39,400002
江苏,1,39,400003
上海,1,39,400003
广东,1,39,400007
安徽,1,39,400008
江西,1,39,400011
广东,1,39,400042
安徽,1,39,400081.37
上海,0,39,400622.93
江苏,0,39,404000
河北,1,39,414572.37
山东,1,39,417114.5
广西,1,39,420729.01
江苏,1,39,424000
河北,0,39,432493.42
北京,1,39,435004
江苏,1,39,437386.88
山东,1,39,440000
广东,1,39,440008
山西,1,39,440752.92
四川,0,39,441670.37
山东,1,39,450001
福建,1,39,460135
上海,1,39,466001
辽宁,1,39,466424.22
四川,0,39,467336.28
江苏,0,39,469613
福建,1,39,480027
北京,1,39,480032
山东,1,39,481658.85
上海,1,39,481803.92
上海,0,39,484247.56
江苏,0,39,484719.19
四川,0,39,490893.47
广东,1,39,500000
北京,0,39,500000
广东,0,39,500005
北京,1,39,500012
北京,0,39,500081.37
广东,0,39,505087.12
山东,1,39,510088.37
广东,1,39,512001
北京,1,39,517114.92
上海,1,39,518382.88
福建,1,39,520162.74
广西,1,39,521115
江苏,0,39,527934.25
湖北,1,39,529669.93
上海,1,39,541081.37
河北,0,39,550982.19
北京,1,39,563085.37
上海,1,39,565506
广东,0,39,566000
北京,1,39,581586.37
广东,1,39,583713
新疆,1,39,584163.74
上海,0,39,600000
天津,1,39,600001
北京,1,39,600001
江苏,1,39,600002
北京,0,39,600002
北京,1,39,600003
陕西,1,39,600009
江苏,1,39,603246.4
广东,1,39,606110
福建,1,39,610081.37
广东,1,39,630186.37
北京,1,39,638729.27
上海,1,39,642979
广东,1,39,645090.12
上海,1,39,653909.75
辽宁,0,39,675043.88
福建,1,39,675901
辽宁,1,39,684016.28
江苏,1,39,692901.59
上海,1,39,694976.11
湖北,0,39,695000
江苏,1,39,696717.52
广东,1,39,698003
上海,1,39,698800
湖北,0,39,700007
海南,1,39,703054.77
河南,0,39,709981.37
广东,1,39,720017
北京,1,39,731010
上海,1,39,758302
广东,0,39,771507.93
湖北,1,39,775002
上海,0,39,785398.34
广东,1,39,793807
北京,1,39,793879.44
安徽,1,39,796011
江苏,1,39,800000
甘肃,1,39,804092.37
北京,1,39,805004
山东,1,39,805780.37
江西,1,39,811081.37
福建,1,39,814910.71
浙江,0,39,815000
北京,1,39,825390.42
广东,1,39,832838.91
北京,1,39,833517.86
广东,0,39,835673.59
江苏,0,39,848975.64
山东,1,39,860021
河北,1,39,870130.88
江苏,1,39,875268.37
北京,0,39,878303.49
浙江,1,39,892014
上海,0,39,911138.84
北京,1,39,941574.9
浙江,1,39,958866
新疆,1,39,979876
北京,1,39,1000000
广东,0,39,1000000
北京,1,39,1000009
山东,1,39,1000503.87
北京,1,39,1010001
江苏,0,39,1027381.37
北京,0,39,1047561.84
北京,1,39,1060104
广东,1,39,1065086.37
江西,1,39,1075011
山东,1,39,1081110.16
广东,1,39,1100001
江苏,1,39,1114223.81
上海,1,39,1130010
江西,0,39,1151441.55
广东,1,39,1176004
上海,0,39,1185081.37
福建,1,39,1190085.37
北京,1,39,1271178.74
上海,1,39,1291287.77
江苏,0,39,1300000
江西,0,39,1305727.51
江苏,1,39,1330045.97
广东,1,39,1403655.62
北京,0,39,1441230.01
浙江,1,39,1452010
江苏,1,39,1488037.65
河南,1,39,1490529.76
河北,0,39,1530681.37
四川,0,39,1576022.64
广东,0,39,1600000
宁夏,1,39,1717013.45
北京,1,39,1722677.56
广东,1,39,1751806
辽宁,0,39,1781006
广东,1,39,1782852
福建,0,39,1800011
上海,0,39,1807704.55
北京,1,39,1878058.4
浙江,1,39,1920895.95
北京,1,39,2000001
江苏,0,39,2000002
福建,1,39,2113695.15
江苏,1,39,2180603.54
江苏,1,39,2312061.37
北京,1,39,2337242.07
北京,1,39,2378573.04
北京,1,39,2531992
上海,0,39,2650184.69
北京,0,39,2846714.53
北京,0,39,2993328.3
山东,1,39,3250000
广东,1,39,3260001
安徽,1,39,3705579.37
北京,1,39,4322592.84
辽宁,1,39,5381112
北京,1,39,5729011
上海,1,39,5731660.5
北京,1,39,5822929.6
广东,1,39,6415501.46
江西,0,39,7105995.3
湖北,0,40,0
四川,1,40,0
江西,1,40,0
陕西,1,40,0
江苏,1,40,0
北京,1,40,0
内蒙古,1,40,0
上海,1,40,0
福建,1,40,0
辽宁,1,40,0
上海,0,40,0
北京,1,40,0
福建,1,40,0
河北,1,40,0
重庆,0,40,0
山东,1,40,1
河北,1,40,1
吉林,1,40,1.1
广西,0,40,2
黑龙江,1,40,2
四川,0,40,2
福建,1,40,2
浙江,1,40,2
北京,1,40,2
吉林,1,40,2
福建,1,40,3
广东,1,40,3.5
安徽,1,40,5
北京,1,40,8
四川,1,40,9
福建,1,40,9.1
江西,1,40,10
广东,1,40,10
北京,1,40,10
云南,1,40,10
辽宁,1,40,10
广西,1,40,10
上海,1,40,15
北京,1,40,15
广东,0,40,20
云南,1,40,20
辽宁,1,40,25
福建,1,40,34
福建,0,40,35
贵州,1,40,41
浙江,1,40,50
内蒙古,1,40,55
江西,1,40,57
福建,1,40,63
吉林,1,40,100
辽宁,1,40,100
河南,1,40,100
云南,1,40,100
四川,1,40,100
黑龙江,1,40,100
四川,0,40,100
山东,1,40,100
湖北,1,40,100
广东,0,40,100
江西,0,40,100
辽宁,0,40,100
北京,1,40,100
江苏,0,40,100
河北,0,40,100
山西,1,40,100
山西,0,40,100
河南,1,40,100
安徽,0,40,100
吉林,0,40,100
内蒙古,1,40,100
广东,0,40,100
云南,0,40,100
广东,1,40,100
黑龙江,1,40,100
福建,0,40,100
宁夏,1,40,100
内蒙古,1,40,100
广东,1,40,100
重庆,1,40,100
辽宁,1,40,100
福建,1,40,100
山东,1,40,100
湖北,1,40,100
山东,0,40,100
安徽,1,40,100
河南,1,40,100
浙江,1,40,100
上海,1,40,101
河南,0,40,101
河南,1,40,101
河南,0,40,101
河南,0,40,101
辽宁,0,40,101
河南,0,40,101
河南,0,40,101
河南,1,40,102
广东,1,40,102
湖南,1,40,102
北京,1,40,103
福建,1,40,104
湖北,1,40,104
上海,1,40,104
浙江,1,40,104
广西,1,40,105
上海,1,40,107
江苏,1,40,110
广东,1,40,110
湖北,1,40,121
上海,1,40,144
四川,1,40,150
四川,1,40,200
辽宁,1,40,200
上海,1,40,200
重庆,1,40,200
四川,0,40,200
河南,1,40,200
河南,1,40,200
福建,1,40,200
山东,1,40,200
江西,1,40,200.81
河南,1,40,200.81
河南,1,40,200.81
广东,1,40,200.81
江苏,1,40,200.81
广东,0,40,200.81
上海,1,40,201
广东,1,40,202
广西,0,40,204
江苏,1,40,206
四川,1,40,210
山东,1,40,222
浙江,1,40,250
重庆,1,40,300
上海,1,40,303
河北,1,40,306.81
山东,0,40,313
浙江,0,40,355
江西,1,40,361.89
广东,0,40,400
广东,1,40,400
广东,1,40,400.44
新疆,0,40,400.81
广东,1,40,400.81
云南,1,40,500
重庆,1,40,500
河南,1,40,500
广东,1,40,500
山东,1,40,500
甘肃,1,40,605
江西,1,40,606.06
山东,1,40,801.63
江西,0,40,900
广西,1,40,1000
福建,0,40,1000
广东,1,40,1000
湖北,1,40,1000
重庆,1,40,1000
湖北,0,40,1000
上海,1,40,1000
广东,1,40,1000
福建,1,40,1000
湖北,1,40,1000
北京,1,40,1000
上海,0,40,1000
上海,1,40,1000
山东,1,40,1000
广东,1,40,1000
广东,1,40,1000
河北,1,40,1000
江苏,1,40,1000
广东,1,40,1000
湖北,1,40,1000
江苏,1,40,1000
浙江,1,40,1000
陕西,1,40,1000
山西,0,40,1000
湖北,1,40,1000
广东,1,40,1000
湖北,0,40,1000
山东,1,40,1001
陕西,0,40,1001
重庆,0,40,1002
广东,0,40,1003
江苏,0,40,1004
辽宁,1,40,1004
北京,1,40,1004.07
山东,1,40,1005
上海,0,40,1009
福建,1,40,1303
云南,1,40,1344.07
福建,0,40,1401.63
辽宁,1,40,1500
湖北,1,40,1506.07
江西,1,40,1884.25
陕西,0,40,2000
湖北,1,40,2000
湖北,1,40,2000
福建,0,40,2000
重庆,1,40,2000
山东,1,40,2000
江苏,1,40,2000
湖南,1,40,2000
浙江,1,40,2000
广东,1,40,2000
浙江,1,40,2001
浙江,1,40,2004
浙江,0,40,2004
陕西,1,40,2004.36
浙江,1,40,2005
江苏,1,40,2008.14
广东,1,40,2304.07
福建,1,40,2880
湖北,0,40,3000
重庆,1,40,3000
山东,1,40,3003
广东,0,40,3005
江苏,1,40,3008.14
广东,1,40,3015.3
福建,1,40,3030
上海,0,40,3500
江苏,1,40,3611
四川,0,40,3700
上海,1,40,4000
陕西,0,40,4000
福建,1,40,4000
上海,0,40,4000
黑龙江,1,40,4000
广东,1,40,4000
广东,1,40,4003
山东,0,40,4006
山东,1,40,4007
山西,1,40,4014.77
江苏,1,40,4015
湖南,1,40,4016.27
湖南,1,40,4087
湖南,1,40,4100
陕西,1,40,4409.59
北京,1,40,5000
辽宁,0,40,5000
广东,0,40,5000
安徽,1,40,5000
浙江,1,40,5000
新疆,0,40,5000
江苏,1,40,5000
湖北,1,40,5000
山东,1,40,5000
北京,0,40,5001
甘肃,1,40,5001
北京,1,40,5001
四川,0,40,5002
山西,1,40,5002
江苏,1,40,5003
新疆,0,40,5005
重庆,0,40,5005
湖北,1,40,5200
北京,1,40,5404.88
湖北,0,40,5501
安徽,1,40,5744.16
山东,1,40,6000
湖北,1,40,6008.72
山东,1,40,6021
吉林,1,40,6755.44
江苏,0,40,6900
上海,0,40,7000
福建,1,40,7031
云南,1,40,7200
四川,1,40,8000
河南,1,40,8000
辽宁,0,40,8100
江苏,1,40,8201
四川,1,40,9024.41
辽宁,1,40,9100
山西,1,40,9320.82
江苏,0,40,10000
四川,0,40,10000
上海,0,40,10000
云南,1,40,10000
广东,0,40,10000
吉林,1,40,10000
江苏,0,40,10000
广西,0,40,10000
江苏,1,40,10000
山东,0,40,10000
山西,1,40,10000
广东,1,40,10000
甘肃,1,40,10000
江苏,0,40,10000
北京,1,40,10000
辽宁,1,40,10000
河北,0,40,10000
浙江,1,40,10000
江苏,1,40,10000
江西,0,40,10000
福建,1,40,10000
湖北,0,40,10000
安徽,0,40,10000
江苏,0,40,10000
上海,0,40,10000
四川,1,40,10000
辽宁,0,40,10000
辽宁,1,40,10000
北京,1,40,10000
广东,0,40,10000
江苏,1,40,10000
上海,1,40,10000
山东,1,40,10000
湖北,0,40,10000
北京,1,40,10000
北京,0,40,10000
北京,1,40,10000
辽宁,1,40,10000
辽宁,0,40,10000
黑龙江,1,40,10000
北京,1,40,10000
广东,1,40,10000
上海,1,40,10000
辽宁,1,40,10000
陕西,0,40,10000
河南,1,40,10000
上海,1,40,10000
江苏,1,40,10000
上海,0,40,10000
湖北,0,40,10000
福建,0,40,10000
辽宁,1,40,10001
安徽,1,40,10001
新疆,0,40,10001
陕西,1,40,10001
山东,1,40,10001
上海,1,40,10001
辽宁,1,40,10001
天津,1,40,10002
北京,0,40,10003
四川,1,40,10003
宁夏,1,40,10003
重庆,0,40,10003
湖北,1,40,10003
陕西,1,40,10003
江苏,1,40,10004
湖南,1,40,10004
辽宁,0,40,10005
江苏,1,40,10005
河南,1,40,10007
山东,1,40,10007
北京,1,40,10008
贵州,1,40,10009
广东,1,40,10013
江苏,1,40,10013
河北,1,40,10037
广东,0,40,10040.68
北京,0,40,10040.68
上海,1,40,10422.59
广西,1,40,10707
广东,1,40,11000
福建,1,40,11000
广东,1,40,11000
江苏,0,40,11100
北京,1,40,11100
上海,1,40,11200.81
山东,0,40,11400
福建,0,40,11512.21
北京,0,40,11524.29
河南,0,40,12004.36
四川,1,40,12007
广西,1,40,12947
江苏,1,40,13000
,1,40,13002
广西,1,40,14000
江苏,0,40,14000
广东,1,40,14000.15
新疆,1,40,14006
上海,1,40,14701
福建,1,40,15000
四川,0,40,15000
江西,1,40,15002
浙江,0,40,15600
辽宁,1,40,16050
广东,1,40,17447
四川,0,40,18000
广东,1,40,18718
北京,1,40,18800
北京,1,40,19115.77
广东,1,40,20000
广东,0,40,20000
广东,0,40,20000
广东,1,40,20000
广东,0,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
福建,1,40,20000
湖北,1,40,20000
山东,0,40,20000
河南,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,0,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,0,40,20000
广东,0,40,20000
广东,1,40,20000
广东,0,40,20000
浙江,0,40,20000
广东,1,40,20000
陕西,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
山东,1,40,20000
湖北,1,40,20000
辽宁,0,40,20000
广东,1,40,20000
广东,0,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
北京,1,40,20000
上海,1,40,20000
湖北,1,40,20000
广东,0,40,20000
广东,1,40,20000
广东,1,40,20000
广东,1,40,20000
广东,0,40,20000
广东,0,40,20000
广东,1,40,20001
湖北,1,40,20001
北京,1,40,20001
河南,1,40,20001
广东,1,40,20001
山东,1,40,20001
上海,1,40,20001
四川,0,40,20002
湖北,0,40,20002
四川,1,40,20002
辽宁,1,40,20002
黑龙江,0,40,20003
云南,1,40,20004
四川,1,40,20004
广东,1,40,20004
山东,0,40,20005
上海,1,40,20005
山东,1,40,20005.92
四川,1,40,20006
山东,0,40,20007
河南,1,40,20014
浙江,1,40,20021
广东,1,40,20022
上海,0,40,20022
云南,0,40,20081.37
浙江,1,40,20081.37
广西,1,40,20081.37
上海,0,40,20081.37
广东,0,40,20081.37
上海,1,40,20081.37
广东,1,40,20081.37
四川,0,40,20081.37
山东,0,40,20083.37
广东,0,40,21000
广东,0,40,21700
广东,0,40,21937.03
山东,1,40,23002
浙江,1,40,23008
河南,1,40,23081.37
广东,0,40,23800
河南,1,40,24000
辽宁,1,40,24009
河南,1,40,24131
重庆,1,40,24307.12
河南,1,40,24800
广东,0,40,25000
广东,1,40,25000
陕西,1,40,25020
山东,0,40,25081.37
四川,1,40,25235
河北,0,40,25500
天津,0,40,25629
重庆,1,40,27082.37
广东,1,40,27507.13
吉林,1,40,27800
广东,1,40,28081.37
河南,1,40,29009
黑龙江,0,40,29049.39
上海,1,40,29101.81
云南,1,40,30000
吉林,1,40,30000
广东,1,40,30000
湖北,1,40,30000
安徽,0,40,30002
湖南,1,40,30003
湖北,1,40,30081.37
河南,1,40,30081.37
河南,1,40,30084.37
浙江,1,40,30100
黑龙江,0,40,30990.34
上海,1,40,32583.37
山东,1,40,32598.37
北京,1,40,33000
江苏,0,40,33081.37
江苏,1,40,35000
湖南,0,40,35087
辽宁,1,40,35161
浙江,0,40,35193.37
浙江,1,40,35377.66
云南,1,40,35698.74
江苏,0,40,36090.02
广东,0,40,36090.08
山东,0,40,36100
河南,1,40,37590
广东,1,40,38002
湖北,1,40,40000
湖南,0,40,40000
广西,0,40,40000
广东,0,40,40000
广东,0,40,40000
黑龙江,1,40,40000
广东,0,40,40000
广东,1,40,40000
贵州,0,40,40000
重庆,1,40,40000
广东,1,40,40000
广东,0,40,40000
湖北,1,40,40001
广东,1,40,40002
辽宁,0,40,40003
云南,1,40,40006
广东,1,40,40008
江苏,1,40,40009
湖北,1,40,40015
广东,1,40,40081.37
辽宁,1,40,40081.37
北京,1,40,40083.37
广东,0,40,40087.12
广东,1,40,40087.12
广东,0,40,40087.12
广东,0,40,40087.12
广东,1,40,40087.12
广东,0,40,40087.12
广东,0,40,40087.12
广东,0,40,40087.12
广东,0,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,0,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,0,40,40087.12
广东,0,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,0,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,1,40,40087.12
广东,0,40,40088.12
广东,0,40,40088.12
广东,0,40,40088.12
河南,1,40,40162.74
广东,1,40,40187.12
广东,0,40,40200
上海,0,40,42100
广东,1,40,43081.84
陕西,0,40,45000
湖南,1,40,46011
陕西,1,40,47096
江苏,1,40,48000
辽宁,1,40,48510
广东,0,40,49081.37
湖北,1,40,50000
上海,1,40,50000
浙江,1,40,50000
内蒙古,1,40,50000
北京,0,40,50000
四川,1,40,50000
广东,1,40,50002
北京,1,40,50005
上海,1,40,50021.88
江苏,1,40,50057
浙江,1,40,50081.37
湖北,0,40,50081.37
上海,1,40,50082.37
河北,1,40,50107
四川,1,40,50110.37
安徽,0,40,50281.37
山西,0,40,50281.37
安徽,0,40,50448.82
上海,1,40,51001
湖南,1,40,51783.55
江苏,1,40,54005
浙江,1,40,55000
广东,0,40,55082.37
广东,1,40,55087.12
山东,1,40,55535.74
山东,1,40,56081.37
湖北,1,40,56492
广东,0,40,58006
安徽,1,40,58138
河南,0,40,58181.37
江苏,1,40,59000
河南,0,40,60000
黑龙江,0,40,60000
新疆,1,40,60000
辽宁,1,40,60000
广东,1,40,60001
广东,0,40,60001
湖北,1,40,60001
陕西,1,40,60002
广东,1,40,60002
湖北,1,40,60002
辽宁,1,40,60009
河南,0,40,60013
山东,1,40,60022
福建,1,40,60026
山西,1,40,60026
河北,1,40,60045.56
广东,0,40,60087.12
广东,1,40,60103
广东,0,40,60177.74
山西,0,40,60448.43
江苏,0,40,62234.61
广西,1,40,63339.35
广东,1,40,64029
湖南,1,40,64419
上海,1,40,65000
黑龙江,0,40,65003
江苏,1,40,65005
江苏,0,40,65190.93
浙江,0,40,65671.17
浙江,0,40,66209.09
河南,1,40,66546
山东,0,40,67081.37
辽宁,1,40,67100
湖北,0,40,67153
上海,1,40,68023
山西,1,40,68087.12
北京,0,40,69500
江苏,1,40,69660.78
湖北,1,40,69863
四川,1,40,70000
山东,1,40,70012
山东,1,40,70025
上海,1,40,70081.37
江苏,0,40,70083.37
广西,1,40,70207.74
湖南,1,40,70309.75
广东,0,40,71887.12
福建,1,40,72061.35
北京,1,40,72572.67
河北,1,40,75040
福建,0,40,75081.37
河北,1,40,75805.18
上海,1,40,76029
湖北,0,40,76050
北京,0,40,80000
海南,1,40,80000
北京,1,40,80002
北京,0,40,80006
江苏,1,40,80163
广东,1,40,80174.24
广东,0,40,80174.25
广东,1,40,80174.25
广东,1,40,80174.25
广东,1,40,80174.25
上海,0,40,80306.75
安徽,0,40,82081.37
浙江,0,40,82553.76
北京,0,40,83087.37
湖北,1,40,85020.17
江苏,1,40,85105.15
浙江,0,40,85157.81
北京,0,40,87325
四川,1,40,88270
江苏,1,40,89002
江苏,0,40,89004.47
湖北,0,40,89987
湖北,0,40,90000
北京,1,40,90001
福建,1,40,90001
广西,0,40,90001
江西,1,40,90087.12
江苏,1,40,90179.2
湖南,1,40,94000
浙江,1,40,98000
北京,1,40,98327
贵州,1,40,100000
广东,1,40,100000
江苏,1,40,100000
上海,1,40,100000
广西,1,40,100000
广东,0,40,100000
山东,0,40,100000
福建,0,40,100000
云南,1,40,100000
北京,1,40,100000
河南,0,40,100000
内蒙古,1,40,100000
广东,1,40,100000
江西,0,40,100000
黑龙江,0,40,100001
北京,1,40,100001
上海,0,40,100002
北京,0,40,100002
江苏,1,40,100003
陕西,1,40,100004
广东,1,40,100007
浙江,1,40,100013
陕西,1,40,100015
河北,1,40,100042
安徽,1,40,100081.37
河南,0,40,100309
山东,1,40,100706.44
山东,1,40,102403
广东,0,40,102712.45
浙江,1,40,103212.68
浙江,1,40,104009
广东,0,40,105328.92
河南,1,40,105560
上海,1,40,106007
北京,1,40,106126
河北,1,40,107909.5
江西,0,40,109003
山东,1,40,109751.34
云南,0,40,110000
北京,1,40,110001
广东,1,40,110033
安徽,0,40,110204.43
辽宁,0,40,111033
湖北,1,40,112333.04
四川,1,40,115100
甘肃,1,40,115197.88
江苏,1,40,115869.49
天津,1,40,117003.64
海南,0,40,118019
河南,0,40,119710.46
山东,1,40,120000
四川,1,40,120005
江苏,0,40,120009
北京,1,40,120087.37
广东,0,40,120261.37
广西,1,40,120307
四川,1,40,123282.76
吉林,0,40,123597
陕西,1,40,124002
云南,1,40,130162.74
广东,1,40,133508.14
上海,0,40,133532.59
江苏,1,40,135049
湖北,1,40,135172.81
广东,1,40,137015.96
四川,0,40,138103.17
甘肃,0,40,138200
河南,0,40,140003
山东,1,40,140004
广东,1,40,140249.58
河北,1,40,141222.65
广东,1,40,142166.49
上海,1,40,144025
北京,1,40,146522.37
陕西,1,40,148000
江苏,1,40,148234.42
广东,1,40,150000
北京,0,40,150006
天津,1,40,150418.25
四川,1,40,155002
湖北,0,40,158274.68
陕西,0,40,158429.04
江苏,1,40,160001
江苏,1,40,160014
广东,1,40,161488.12
福建,1,40,163031.44
安徽,0,40,164447.3
湖北,1,40,170003
江苏,1,40,170004
上海,1,40,170335.37
福建,0,40,170528.75
四川,1,40,173161
湖北,1,40,175081.37
湖北,0,40,176133
浙江,0,40,176174
广东,0,40,177143.75
辽宁,1,40,179681
河北,0,40,180000
吉林,0,40,185001
河北,1,40,185176.07
辽宁,0,40,186105
广东,1,40,190006
辽宁,1,40,190018
辽宁,0,40,191143.15
福建,1,40,191771.5
湖北,0,40,195001
湖北,1,40,199100
四川,1,40,199300
广东,1,40,200000
陕西,1,40,200000
江西,0,40,200000
重庆,1,40,200000
广东,0,40,200000
广东,1,40,200000
上海,1,40,200000
北京,1,40,200000
北京,0,40,200000
湖北,0,40,200000
广东,1,40,200000
辽宁,1,40,200001
上海,1,40,200002
北京,1,40,200002
湖北,0,40,200002
北京,1,40,200003
吉林,1,40,200004
四川,0,40,200004
辽宁,1,40,200006
福建,1,40,200008
吉林,1,40,200011
北京,1,40,200013
北京,0,40,200013
浙江,1,40,200018
陕西,1,40,200021
湖北,1,40,200023
河南,0,40,200041
江苏,0,40,200081.37
上海,0,40,200510
吉林,0,40,201001
四川,0,40,201462.42
上海,1,40,203707
福建,0,40,205000
云南,1,40,209361.37
广东,1,40,210023
四川,1,40,210094.37
云南,0,40,211000
浙江,1,40,214001
辽宁,0,40,214510
上海,0,40,216981.37
江苏,1,40,220000
上海,1,40,220081.37
黑龙江,1,40,221986.37
浙江,0,40,230081.37
广东,1,40,230299.18
湖北,0,40,235480.56
四川,1,40,240003
北京,1,40,240005
湖北,1,40,240081.37
广东,1,40,240087.12
江苏,1,40,240929.12
陕西,1,40,241001
河南,1,40,242496
广东,1,40,245000
黑龙江,1,40,246014.07
湖南,1,40,247979.25
黑龙江,1,40,248900
广东,0,40,250002
吉林,1,40,250476.34
广东,1,40,251004
湖北,1,40,253662.74
北京,1,40,255701
上海,1,40,256502
四川,0,40,258724.12
江西,0,40,258830.53
浙江,0,40,261698.63
广东,1,40,264753.23
上海,1,40,269552.05
江苏,0,40,270000
河北,1,40,270002
河北,1,40,278069
山东,1,40,278960.18
湖北,1,40,280000
