省份,性别,年龄,金额
陕西,0,27,1208
天津,0,27,1277.6
浙江,0,27,1300
福建,1,27,1300
天津,1,27,1300.81
山东,1,27,1400
云南,1,27,1405.95
福建,1,27,1414
广东,0,27,1419.41
四川,1,27,1481
福建,1,27,1490
安徽,1,27,1500
辽宁,0,27,1500
山东,1,27,1500
山东,0,27,1500
广西,0,27,1500
福建,0,27,1501
黑龙江,0,27,1501
河北,1,27,1501
四川,0,27,1501
安徽,0,27,1502
上海,0,27,1504.07
安徽,1,27,1511
山东,0,27,1521.73
四川,1,27,1604.07
河北,0,27,1606.51
广东,1,27,1701
广东,1,27,1800
山东,0,27,1801
内蒙古,1,27,1807.32
河南,1,27,1857.32
甘肃,1,27,1900
重庆,1,27,1904
广东,0,27,1999
北京,1,27,2000
青海,1,27,2000
安徽,0,27,2000
浙江,1,27,2000
黑龙江,0,27,2000
福建,1,27,2000
山东,0,27,2000
广东,1,27,2000
内蒙古,1,27,2000
四川,1,27,2000
福建,1,27,2000
北京,1,27,2000
黑龙江,0,27,2000
浙江,0,27,2000
河北,1,27,2000
河南,1,27,2000
内蒙古,0,27,2000
天津,1,27,2000
浙江,1,27,2000
辽宁,1,27,2000
河南,0,27,2000
广东,1,27,2000
广东,0,27,2000
黑龙江,0,27,2000
上海,0,27,2000
山东,1,27,2000
广东,1,27,2000
陕西,1,27,2000
上海,0,27,2000
广东,1,27,2000
广东,0,27,2000
四川,0,27,2000.6
河北,1,27,2001
云南,0,27,2001
河北,0,27,2002
山东,1,27,2002
上海,0,27,2002
河南,1,27,2002
上海,1,27,2002
北京,1,27,2003
安徽,0,27,2003
河南,0,27,2004.36
北京,1,27,2005
上海,0,27,2005
上海,1,27,2005
四川,0,27,2007
甘肃,1,27,2007
山东,1,27,2007
山东,0,27,2008
福建,1,27,2008.14
辽宁,1,27,2008.14
山东,1,27,2008.14
湖南,0,27,2008.14
广东,1,27,2010
山西,1,27,2011
上海,0,27,2012
广东,0,27,2012
上海,0,27,2013
河南,1,27,2014.14
河南,0,27,2100
福建,0,27,2102
福建,0,27,2104.36
安徽,1,27,2105
湖北,1,27,2125
重庆,1,27,2200
山东,1,27,2200
海南,1,27,2301
福建,1,27,2402
上海,0,27,2422.11
广东,1,27,2500
广东,1,27,2500
上海,1,27,2500
浙江,1,27,2502
北京,1,27,2504
湖北,1,27,2589.34
北京,0,27,2601
广东,1,27,2601.3
河北,0,27,2650
江苏,0,27,2707
云南,1,27,2806.43
四川,1,27,2813
吉林,0,27,2849.14
湖北,1,27,2900
江苏,0,27,2900
上海,1,27,2900
内蒙古,1,27,2916
山东,1,27,3000
山东,1,27,3000
甘肃,0,27,3000
福建,0,27,3000
湖北,0,27,3000
辽宁,1,27,3000
山东,1,27,3000
湖北,0,27,3000
广东,0,27,3000
上海,1,27,3000
江苏,0,27,3000
安徽,1,27,3000
辽宁,1,27,3001
吉林,1,27,3001
海南,0,27,3001
北京,1,27,3001
河南,0,27,3002
广东,1,27,3003
广东,0,27,3008.14
重庆,0,27,3010
河南,1,27,3010
浙江,0,27,3010
江苏,1,27,3011
广东,1,27,3012
浙江,1,27,3015.29
广东,1,27,3024.77
四川,1,27,3030.14
辽宁,0,27,3100
黑龙江,1,27,3202
北京,0,27,3300
福建,1,27,3400
湖南,0,27,3400
云南,1,27,3405
安徽,1,27,3406.51
河北,0,27,3562.27
江苏,1,27,3900
江苏,0,27,4000
江苏,1,27,4000
广东,1,27,4000
浙江,0,27,4000
上海,1,27,4000
山东,1,27,4000
河北,0,27,4000
北京,0,27,4000
河南,1,27,4000
福建,0,27,4000
广东,0,27,4000
湖南,1,27,4000
山东,0,27,4000
上海,1,27,4000
浙江,1,27,4000
浙江,0,27,4000
江苏,1,27,4000
甘肃,1,27,4000
四川,1,27,4001
云南,0,27,4001
福建,1,27,4001
广东,1,27,4002
湖南,0,27,4002
江苏,1,27,4004
福建,0,27,4005
广东,1,27,4006
吉林,0,27,4008
海南,1,27,4008.08
上海,0,27,4008.14
陕西,0,27,4008.14
广东,0,27,4008.14
北京,1,27,4013
贵州,1,27,4014
安徽,0,27,4015
辽宁,0,27,4016.27
山东,0,27,4016.27
上海,1,27,4016.27
江苏,0,27,4017.27
上海,0,27,4017.27
浙江,1,27,4017.27
湖南,1,27,4033
山东,1,27,4087.52
福建,1,27,4105
浙江,1,27,4109
福建,0,27,4200
上海,1,27,4247
山东,0,27,4300
北京,0,27,4417.9
浙江,1,27,4508.14
宁夏,1,27,4800
吉林,0,27,4931
河南,0,27,4935
江苏,0,27,5000
山西,1,27,5000
四川,1,27,5000
广东,1,27,5000
内蒙古,1,27,5000
广东,0,27,5000
安徽,0,27,5000
内蒙古,0,27,5000
河南,0,27,5000
广东,1,27,5000
江西,1,27,5000
天津,0,27,5000
广西,1,27,5000
河北,1,27,5000
重庆,0,27,5000
福建,1,27,5000
江苏,1,27,5000
湖北,0,27,5000
四川,1,27,5000
河北,1,27,5000
广东,1,27,5000
内蒙古,0,27,5000
广西,1,27,5000
湖南,1,27,5000
重庆,1,27,5000
北京,1,27,5000
湖南,1,27,5000
广东,1,27,5000
江苏,1,27,5000
重庆,0,27,5000
广东,1,27,5000
安徽,1,27,5000
陕西,0,27,5000
上海,1,27,5000
河南,1,27,5000
湖北,0,27,5000
甘肃,0,27,5000
吉林,1,27,5000
河南,1,27,5000
广西,0,27,5000
黑龙江,1,27,5000
江苏,1,27,5000
天津,0,27,5000
湖北,0,27,5000
广西,0,27,5000
湖北,0,27,5000
湖北,1,27,5000
天津,1,27,5001
黑龙江,1,27,5001
湖南,1,27,5001
浙江,1,27,5001
广东,0,27,5001
广东,1,27,5001
辽宁,1,27,5002
广东,1,27,5002
陕西,1,27,5002
山东,1,27,5003
广东,1,27,5005
广东,0,27,5005.44
北京,1,27,5009
重庆,1,27,5016.27
上海,0,27,5023
安徽,0,27,5050
山东,0,27,5100
上海,1,27,5100
宁夏,0,27,5100.81
辽宁,1,27,5197
北京,0,27,5200
湖北,1,27,5231
浙江,1,27,5401.53
天津,1,27,5423.97
河北,1,27,5508
广东,1,27,5510.89
广西,1,27,5613.2
福建,0,27,5700
河南,0,27,5700
新疆,0,27,5811
浙江,1,27,6000
四川,0,27,6000
福建,1,27,6000
福建,1,27,6000
重庆,1,27,6000
福建,0,27,6000
河南,0,27,6000
河北,1,27,6000
广东,0,27,6000
河北,1,27,6000
浙江,1,27,6000
安徽,1,27,6000
浙江,1,27,6000
浙江,0,27,6000
河北,1,27,6000
安徽,1,27,6001
黑龙江,1,27,6001
山西,1,27,6001
宁夏,0,27,6002
河南,0,27,6002
辽宁,1,27,6003
上海,1,27,6004
四川,1,27,6012
广东,0,27,6012
广东,1,27,6058.88
宁夏,0,27,6100
辽宁,0,27,6300.81
福建,0,27,6321.27
河南,0,27,6400
四川,1,27,6413.23
吉林,1,27,6432.56
安徽,1,27,6500
宁夏,1,27,6500
广东,1,27,6502
广东,1,27,6513
上海,1,27,7000
山东,1,27,7000
江苏,0,27,7000
上海,0,27,7000
内蒙古,0,27,7000
广东,0,27,7000
广东,1,27,7003
江西,0,27,7003
安徽,1,27,7019
福建,0,27,7047.3
河南,0,27,7105.25
江苏,1,27,7201
江苏,1,27,7202.1
广东,1,27,7302
山东,0,27,7424.41
广东,1,27,7500
河南,0,27,7524.41
山东,1,27,7533.74
重庆,1,27,8000
陕西,1,27,8000
山东,1,27,8000
内蒙古,1,27,8000
山西,1,27,8000
广东,1,27,8000
广东,1,27,8000
上海,1,27,8000
福建,0,27,8001
河北,1,27,8009
广东,1,27,8010
宁夏,1,27,8011
北京,0,27,8011
上海,1,27,8072.55
福建,0,27,8100
山东,1,27,8300
河南,1,27,8301
广东,1,27,8415.76
山东,0,27,8500
广东,1,27,8513
广东,1,27,8600
山东,1,27,8870
吉林,0,27,8901
广东,1,27,8906.1
辽宁,1,27,9000
河南,0,27,9000
上海,1,27,9000
黑龙江,1,27,9000
湖北,1,27,9002
河南,1,27,9003
广东,1,27,9012.63
江西,1,27,9017.44
山东,1,27,9061.77
江苏,0,27,9069.41
上海,0,27,9153
山东,0,27,9302.82
陕西,1,27,9400
福建,0,27,9503
云南,0,27,9600
上海,1,27,9616
上海,1,27,9665.56
辽宁,0,27,9873.62
辽宁,1,27,9900
北京,0,27,10000
上海,0,27,10000
上海,1,27,10000
上海,1,27,10000
北京,1,27,10000
北京,1,27,10000
湖北,0,27,10000
安徽,0,27,10000
山东,1,27,10000
江苏,0,27,10000
安徽,0,27,10000
江苏,1,27,10000
浙江,1,27,10000
广东,0,27,10000
山东,1,27,10000
湖南,0,27,10000
山东,0,27,10000
山东,0,27,10000
河南,1,27,10000
福建,1,27,10000
江苏,0,27,10000
四川,1,27,10000
江苏,1,27,10000
浙江,0,27,10000
广东,0,27,10000
广东,0,27,10000
四川,1,27,10000
北京,0,27,10000
上海,0,27,10000
广东,0,27,10000
新疆,0,27,10000
上海,0,27,10000
河南,1,27,10000
安徽,1,27,10000
四川,1,27,10000
上海,0,27,10000
湖北,0,27,10000
福建,1,27,10000
辽宁,0,27,10000
浙江,0,27,10000
北京,0,27,10000
山东,1,27,10000
湖北,1,27,10000
河南,1,27,10000
北京,1,27,10000
北京,1,27,10000
广东,1,27,10000
山东,1,27,10000
湖北,0,27,10000
广东,0,27,10000
山西,1,27,10000
湖北,1,27,10000
福建,1,27,10000
辽宁,0,27,10000
吉林,0,27,10000
江苏,1,27,10000
广西,0,27,10000
河南,1,27,10000
北京,0,27,10000
安徽,0,27,10000
北京,0,27,10000
江苏,0,27,10000
陕西,1,27,10000
广东,1,27,10000
广东,0,27,10000
山西,1,27,10000
福建,0,27,10000
江苏,0,27,10000
山西,1,27,10000
安徽,1,27,10000
广东,1,27,10000
北京,1,27,10000
江苏,0,27,10000
甘肃,1,27,10000
河南,1,27,10000
江苏,0,27,10000
广西,0,27,10000
江苏,0,27,10000
福建,1,27,10000
江苏,0,27,10000
河北,0,27,10000
北京,0,27,10000
上海,0,27,10000
湖南,1,27,10000
吉林,0,27,10000
云南,1,27,10000
山东,0,27,10000
四川,1,27,10000
江苏,1,27,10000
福建,1,27,10000
辽宁,1,27,10000
江苏,1,27,10000
山东,1,27,10000
江苏,1,27,10000
广东,1,27,10000
福建,0,27,10000
河南,0,27,10000
山东,0,27,10000
北京,1,27,10000
广东,1,27,10000
上海,1,27,10000
安徽,0,27,10000
上海,1,27,10000
内蒙古,0,27,10000
广东,1,27,10000
上海,1,27,10000
安徽,1,27,10000
江苏,1,27,10000
上海,0,27,10000
江苏,1,27,10000
广东,1,27,10000
广西,0,27,10000
北京,0,27,10000
广东,0,27,10000
广东,0,27,10000
江苏,0,27,10000
福建,1,27,10000
浙江,1,27,10000
四川,1,27,10000
福建,1,27,10000
上海,1,27,10000
江苏,1,27,10000
山西,1,27,10000
北京,1,27,10000
江苏,1,27,10000
吉林,1,27,10000
江苏,0,27,10000
河北,1,27,10000
广东,1,27,10000
江苏,0,27,10000
浙江,0,27,10000
浙江,0,27,10000
江苏,0,27,10000
辽宁,1,27,10000
江苏,0,27,10000
山东,1,27,10000
广东,1,27,10000
上海,0,27,10000
山东,1,27,10000
上海,0,27,10000
内蒙古,0,27,10000
山东,0,27,10000
江西,1,27,10000
湖北,0,27,10000
河南,1,27,10000
福建,1,27,10000
广东,1,27,10000
北京,1,27,10000
广东,1,27,10000
上海,0,27,10000
上海,0,27,10000
北京,1,27,10000
广东,0,27,10000
山东,1,27,10000
河南,0,27,10000
北京,1,27,10000
上海,0,27,10000
吉林,1,27,10000
河北,1,27,10000
江苏,1,27,10000
山东,1,27,10000
山西,1,27,10000
河北,0,27,10000
广东,0,27,10000
广东,1,27,10000
江苏,0,27,10000
湖北,1,27,10000
辽宁,0,27,10000
北京,0,27,10000
上海,0,27,10000
浙江,1,27,10000
江苏,1,27,10000
广东,0,27,10000
四川,0,27,10000
江苏,0,27,10000
上海,1,27,10000
江苏,0,27,10000
江苏,1,27,10000
上海,1,27,10000
上海,0,27,10000
云南,0,27,10000
广东,1,27,10000
山东,0,27,10000
福建,0,27,10000
江苏,1,27,10001
浙江,1,27,10001
辽宁,1,27,10001
山东,0,27,10001
西藏,1,27,10001
辽宁,0,27,10001
广东,0,27,10001
山东,1,27,10001
河南,0,27,10001
浙江,0,27,10001
重庆,1,27,10001
山东,0,27,10001
广东,1,27,10001
江苏,1,27,10002
辽宁,1,27,10002
山西,0,27,10002
云南,0,27,10002
安徽,1,27,10002
湖北,0,27,10002
海南,0,27,10002
河南,1,27,10002
黑龙江,1,27,10002
广东,0,27,10002
北京,1,27,10002
河南,1,27,10002
河北,1,27,10003
广东,1,27,10003
北京,0,27,10003
江苏,0,27,10003
安徽,1,27,10003
河北,0,27,10004
四川,1,27,10005
广东,1,27,10005
广东,1,27,10005
上海,1,27,10005
安徽,1,27,10006
上海,0,27,10007
河南,1,27,10007
陕西,1,27,10007
北京,1,27,10009
广西,0,27,10009
浙江,1,27,10010
山西,0,27,10010
安徽,0,27,10011
河南,1,27,10015
内蒙古,0,27,10017
北京,0,27,10021
重庆,1,27,10025
江西,0,27,10040.68
云南,0,27,10040.68
山东,1,27,10040.68
湖北,0,27,10040.68
上海,0,27,10040.68
四川,0,27,10040.68
江西,0,27,10041.68
广东,1,27,10042.68
陕西,1,27,10076.44
北京,1,27,10100
吉林,0,27,10100
河南,1,27,10200.81
新疆,0,27,10500
河南,0,27,10500
四川,0,27,10540.68
江西,1,27,10600
四川,1,27,10681
福建,0,27,10800.27
浙江,0,27,11000
江苏,1,27,11000
上海,0,27,11000
福建,0,27,11000
上海,0,27,11000
上海,0,27,11000
江苏,1,27,11001
宁夏,1,27,11005
浙江,1,27,11007.38
浙江,1,27,11017.2
江西,1,27,11024.41
江苏,1,27,11024.41
江苏,1,27,11185
河北,1,27,11504
吉林,0,27,11525.41
四川,0,27,11540.68
上海,0,27,11700
陕西,0,27,11791.79
江苏,0,27,11884
湖南,1,27,12000
山西,1,27,12000
北京,0,27,12000
天津,1,27,12000
江西,0,27,12000
江苏,1,27,12000
辽宁,0,27,12000
江西,0,27,12001
江苏,1,27,12002
江苏,1,27,12004.36
河北,1,27,12008
北京,1,27,12009
上海,0,27,12032.55
北京,1,27,12037.48
青海,1,27,12037.94
浙江,1,27,12039
广东,1,27,12072
江苏,0,27,12075.36
广东,1,27,12114.94
浙江,1,27,12217.02
湖南,0,27,12348.3
山东,1,27,12350
山东,1,27,12400
内蒙古,0,27,12403.61
湖北,1,27,12487.31
云南,1,27,12515
北京,1,27,12529.41
黑龙江,1,27,12604
四川,0,27,12800
江苏,0,27,12805
福建,0,27,13000
山东,0,27,13000
江西,0,27,13000
江苏,0,27,13000
北京,0,27,13000
广东,0,27,13002
山东,0,27,13004
北京,1,27,13007
北京,0,27,13177.41
广东,1,27,13300
广东,0,27,13300
广西,0,27,13400
江苏,0,27,13403
山东,1,27,13500
上海,0,27,13529.34
山东,0,27,13602
内蒙古,0,27,14000
山东,1,27,14000
福建,0,27,14000
山东,1,27,14000
河南,0,27,14000
湖北,1,27,14001
山东,1,27,14006
湖北,1,27,14006.36
重庆,1,27,14010
内蒙古,1,27,14024
上海,0,27,14056.96
江苏,1,27,14056.96
江苏,1,27,14114.3
新疆,0,27,14116.25
甘肃,0,27,14217.27
湖北,1,27,14429.04
广东,1,27,14468.73
江苏,0,27,14559
上海,1,27,14602.78
湖北,1,27,14801
广东,0,27,14904
广东,1,27,15000
上海,0,27,15000
湖北,1,27,15000
北京,0,27,15000
江苏,0,27,15000
山东,0,27,15000
江苏,1,27,15000
湖北,0,27,15000
福建,1,27,15000
江苏,0,27,15000
广东,1,27,15003
新疆,1,27,15003
河北,1,27,15003
山东,1,27,15018
江苏,0,27,15028.5
江苏,1,27,15040.68
山东,1,27,15040.68
北京,0,27,15040.68
河北,1,27,15049
广东,1,27,15052
福建,1,27,15070.8
湖北,1,27,15100
河南,1,27,15103
福建,0,27,15234.98
安徽,1,27,15485.75
安徽,0,27,15920.63
上海,0,27,16000
陕西,1,27,16000
四川,1,27,16002
广东,0,27,16045.86
湖北,0,27,16280
河南,1,27,16357
河北,0,27,16380
黑龙江,1,27,16502
江苏,0,27,16709
安徽,1,27,16722
辽宁,0,27,16951.22
福建,1,27,17000
上海,0,27,17000
湖北,1,27,17001
四川,1,27,17026
广东,1,27,17108.62
江苏,0,27,17360
北京,0,27,17496
江苏,1,27,17800
四川,0,27,17802
安徽,1,27,17852
广东,0,27,18000
北京,0,27,18000
江苏,0,27,18000
浙江,0,27,18006
广东,1,27,18027
广西,0,27,18056.96
贵州,1,27,18315
上海,1,27,18530
上海,1,27,18616
浙江,0,27,18701
广东,1,27,19000
四川,1,27,19040.68
四川,1,27,19074.1
辽宁,0,27,19204
湖北,1,27,19300
江苏,1,27,19504.07
上海,1,27,19638.2
上海,1,27,19900
四川,0,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
北京,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
甘肃,1,27,20000
广东,0,27,20000
北京,1,27,20000
上海,1,27,20000
新疆,1,27,20000
上海,0,27,20000
江苏,0,27,20000
山东,1,27,20000
广东,0,27,20000
浙江,1,27,20000
吉林,0,27,20000
北京,0,27,20000
北京,0,27,20000
浙江,0,27,20000
上海,1,27,20000
山东,1,27,20000
上海,0,27,20000
安徽,0,27,20000
广东,0,27,20000
广东,0,27,20000
广东,1,27,20000
山东,0,27,20000
广东,1,27,20000
四川,0,27,20000
上海,1,27,20000
上海,0,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,0,27,20000
北京,1,27,20000
广东,1,27,20000
广东,1,27,20000
四川,1,27,20000
安徽,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
河北,0,27,20000
河南,1,27,20000
安徽,0,27,20000
辽宁,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
福建,1,27,20000
广东,0,27,20000
福建,0,27,20000
北京,0,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
天津,1,27,20000
云南,1,27,20000
浙江,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
陕西,0,27,20000
吉林,0,27,20000
广东,0,27,20000
内蒙古,1,27,20000
内蒙古,0,27,20000
河北,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
广东,1,27,20000
上海,0,27,20000
广东,1,27,20000
福建,1,27,20000
山西,1,27,20000
山东,1,27,20000
河南,0,27,20000
湖北,0,27,20000
广东,0,27,20000
广东,0,27,20000
广东,1,27,20000
广东,0,27,20000
广东,1,27,20000
广东,1,27,20000
广东,0,27,20000
河南,1,27,20000
广东,0,27,20000
广东,0,27,20001
四川,0,27,20001
山东,1,27,20001
天津,1,27,20001
广东,1,27,20001
福建,0,27,20001
广东,1,27,20001
广东,1,27,20001
山东,0,27,20001
广西,1,27,20001
广东,1,27,20001
重庆,0,27,20001
吉林,0,27,20001
广东,0,27,20002
黑龙江,0,27,20002
北京,1,27,20002
上海,0,27,20002
湖北,1,27,20002
湖北,1,27,20002
浙江,0,27,20002
广西,0,27,20002
江苏,0,27,20002
上海,1,27,20003
广东,1,27,20003
江苏,0,27,20004
山东,1,27,20004
内蒙古,0,27,20004
内蒙古,0,27,20005
广东,0,27,20005
,0,27,20006
浙江,1,27,20007
浙江,1,27,20008
湖北,0,27,20009
广西,0,27,20009
吉林,1,27,20009
黑龙江,1,27,20017
西藏,1,27,20020
广东,0,27,20020.88
广东,0,27,20021
陕西,0,27,20025
四川,1,27,20028
北京,1,27,20040.68
河北,0,27,20042.68
广东,0,27,20043.56
广东,1,27,20047.29
重庆,1,27,20057.55
河北,1,27,20070
北京,1,27,20081.37
云南,0,27,20081.37
四川,0,27,20081.37
四川,0,27,20081.37
安徽,0,27,20081.37
浙江,0,27,20081.37
北京,0,27,20081.37
湖南,1,27,20081.37
广东,1,27,20081.37
广东,1,27,20081.37
广西,0,27,20081.37
福建,1,27,20081.37
吉林,0,27,20081.37
江苏,1,27,20081.37
江苏,0,27,20081.37
湖北,1,27,20081.37
广东,0,27,20081.37
天津,0,27,20081.37
辽宁,0,27,20081.37
广东,1,27,20081.37
湖南,0,27,20081.37
上海,0,27,20081.37
北京,0,27,20081.37
福建,0,27,20081.37
山东,0,27,20082.37
山东,1,27,20082.37
四川,1,27,20082.37
山东,0,27,20083.37
甘肃,0,27,20084.37
江苏,1,27,20090.37
上海,0,27,20100
河南,1,27,20100
上海,1,27,20100
黑龙江,1,27,20108
广东,1,27,20200.44
江苏,1,27,20296
上海,0,27,20301
浙江,0,27,20500
上海,1,27,20501
福建,1,27,20530
北京,0,27,20574.06
广西,1,27,20700
黑龙江,0,27,20779.04
北京,0,27,20908.7
山东,0,27,20948
山东,0,27,20950
安徽,1,27,21000
上海,0,27,21000
浙江,0,27,21001
河南,0,27,21001
河北,1,27,21021
北京,1,27,21040.68
广东,1,27,21081.37
广东,1,27,21490.64
山东,0,27,21500.41
湖南,1,27,22000
江苏,0,27,22000
河北,0,27,22001
四川,0,27,22004
山东,1,27,22021
广东,1,27,22041.97
江苏,1,27,22048.68
北京,0,27,22324.41
河南,1,27,22400
黑龙江,0,27,22412.92
江西,0,27,22440.74
河北,0,27,22500
湖北,1,27,22661.32
广东,0,27,22733
广东,0,27,23000
江苏,0,27,23001
陕西,1,27,23016
山东,1,27,23055
陕西,1,27,23081.37
安徽,0,27,23301
广西,1,27,23385.37
重庆,0,27,23500
山东,0,27,23738
湖北,0,27,24000
上海,1,27,24007
湖南,1,27,24022
黑龙江,1,27,24027
四川,0,27,24030.3
江苏,0,27,24248.82
上海,1,27,24260.54
山东,0,27,24476.86
北京,1,27,24501
福建,0,27,24693.44
浙江,1,27,24774
山东,1,27,24981.37
江苏,1,27,25000
浙江,1,27,25000
湖北,0,27,25000
安徽,1,27,25000
湖南,0,27,25000
上海,0,27,25000
浙江,1,27,25000
新疆,1,27,25000
河南,0,27,25001
河北,0,27,25001
山东,1,27,25040
北京,0,27,25100
北京,0,27,25300
河南,1,27,25800
广东,0,27,26000
江苏,0,27,26000
甘肃,1,27,26006
浙江,0,27,26012.97
上海,1,27,26013.36
北京,0,27,26044.62
广东,0,27,26081.37
广东,0,27,26081.37
江苏,0,27,26240.68
山东,0,27,26512.71
上海,0,27,26561
江苏,1,27,26640
山东,1,27,26747
江苏,0,27,27609
辽宁,1,27,27836
广东,1,27,27911
福建,1,27,27951.1
安徽,1,27,28000
江西,1,27,28001
北京,0,27,28006
内蒙古,0,27,28032.55
浙江,1,27,28055.86
浙江,0,27,28073.23
四川,0,27,28081.37
广东,0,27,28559.28
河北,0,27,28703.3
安徽,1,27,28926.59
海南,1,27,29000
安徽,0,27,29002
陕西,1,27,29032
四川,1,27,29077.3
上海,1,27,29491
江苏,1,27,29617.98
山东,0,27,29903.74
上海,0,27,30000
浙江,0,27,30000
山东,0,27,30000
内蒙古,1,27,30000
辽宁,0,27,30000
上海,1,27,30000
北京,1,27,30000
广东,1,27,30000
广西,0,27,30000
河南,1,27,30000
广东,1,27,30000
上海,0,27,30000
上海,1,27,30000
四川,0,27,30000
江苏,0,27,30000
上海,0,27,30000
辽宁,1,27,30000
江苏,0,27,30000
广东,1,27,30000
广东,1,27,30000
山东,1,27,30000
山东,1,27,30001
安徽,1,27,30001
北京,1,27,30001
福建,0,27,30001
广东,0,27,30001
北京,1,27,30002
广东,1,27,30002
山东,1,27,30002
山东,1,27,30003
江苏,1,27,30004
广东,0,27,30011
贵州,1,27,30011
内蒙古,1,27,30013
广东,1,27,30024
广东,0,27,30040.68
北京,1,27,30067
上海,0,27,30080.84
吉林,0,27,30081.37
上海,1,27,30081.37
山东,1,27,30081.37
上海,1,27,30081.37
山东,0,27,30081.37
吉林,0,27,30081.37
浙江,1,27,30081.37
安徽,0,27,30081.37
陕西,0,27,30081.37
上海,0,27,30083.37
陕西,0,27,30085
河南,1,27,30085.44
山东,1,27,30102
上海,0,27,30181.37
江苏,0,27,30182.37
北京,1,27,30185.25
上海,0,27,30231.32
山西,1,27,30235
湖北,0,27,30281.81
山东,0,27,30505
湖南,0,27,30580
湖北,1,27,30902
江苏,0,27,31000
湖北,1,27,31001
甘肃,1,27,31017
北京,1,27,31030
上海,0,27,31081.37
云南,0,27,31155.04
北京,0,27,31335.07
江苏,0,27,31356.83
黑龙江,1,27,31439.92
江苏,1,27,31506.68
四川,0,27,32081.37
上海,0,27,32100.75
湖北,1,27,32262.97
黑龙江,0,27,32391.37
山东,1,27,32500
陕西,0,27,32500
内蒙古,0,27,33000
广东,1,27,33081.37
上海,0,27,33118.32
陕西,1,27,33333
安徽,0,27,33500
山东,1,27,33521.47
湖南,1,27,33719
山东,0,27,34000
上海,0,27,34008
广东,1,27,34024.57
广东,1,27,34680
上海,1,27,34700
吉林,0,27,34776.54
山东,1,27,34874.23
江苏,1,27,35000
山东,1,27,35000
北京,0,27,35004
广东,0,27,35040.68
江苏,1,27,35051
河南,1,27,35053
山东,0,27,35053
黑龙江,1,27,35081.37
北京,1,27,35081.37
江苏,0,27,35081.37
浙江,1,27,35081.37
安徽,1,27,35081.37
广东,1,27,35082.37
江苏,0,27,35100
广东,0,27,35111
浙江,1,27,35234.36
江苏,1,27,35331.51
山东,1,27,35500
上海,1,27,35632.55
河南,1,27,35801
山东,1,27,36000
云南,0,27,36000
浙江,0,27,36100
内蒙古,1,27,36170
山东,1,27,36329
安徽,1,27,36671
广东,1,27,36756.51
广东,1,27,37001
河南,1,27,37003
福建,1,27,37200
山东,1,27,37483
北京,1,27,37500
河南,1,27,37943
山东,1,27,38000
内蒙古,1,27,38000
山东,1,27,38000
黑龙江,0,27,38032.55
内蒙古,1,27,38079.44
湖北,1,27,38081.37
江苏,0,27,39000
四川,1,27,39039.61
江苏,1,27,39248.87
山东,1,27,39471
河南,0,27,39845.08
四川,0,27,40000
广东,0,27,40000
上海,1,27,40000
福建,0,27,40000
江苏,0,27,40000
浙江,0,27,40000
上海,0,27,40000
广西,1,27,40000
广东,0,27,40000
江西,0,27,40000
山东,0,27,40000
湖北,1,27,40000
广东,1,27,40000
广东,0,27,40000
北京,0,27,40000
上海,1,27,40000
福建,0,27,40000
内蒙古,1,27,40000
广东,0,27,40000
上海,1,27,40000
广东,1,27,40000
广东,1,27,40000
安徽,0,27,40000
广东,0,27,40000
广西,1,27,40000
四川,1,27,40001
湖南,1,27,40001
辽宁,1,27,40001
湖北,1,27,40001
黑龙江,1,27,40001
江苏,1,27,40001
广东,1,27,40002
江西,0,27,40002
湖北,0,27,40002
贵州,0,27,40002
湖北,0,27,40002
陕西,0,27,40002
江西,1,27,40002
广东,0,27,40002
山东,0,27,40003
江苏,0,27,40003
四川,0,27,40003
广东,0,27,40003
江苏,0,27,40004
福建,0,27,40004
湖北,0,27,40005
内蒙古,1,27,40005
广西,1,27,40005
山东,1,27,40007.79
湖北,1,27,40012
湖北,1,27,40021
湖北,1,27,40081.37
重庆,0,27,40081.37
辽宁,0,27,40081.37
辽宁,0,27,40081.37
安徽,0,27,40084.37
福建,1,27,40087.12
广东,1,27,40087.12
广东,0,27,40087.12
广东,0,27,40087.12
上海,1,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,0,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,0,27,40087.12
广东,0,27,40087.12
广东,0,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
广东,1,27,40087.12
