,MOBILEAREA,性别,年龄,金额,谷歌地图经度,谷歌地图纬度
42305,北京,男,41,24119558,116.4071592,39.90467168
22586,新疆 阿克苏地区,男,30,17919618,80.26009113,41.16839285
42306,北京,男,42,15899696,116.4071592,39.90467168
6414,福建 厦门市,男,41,15045192,118.0894498,24.47955948
47961,上海,女,46,14920250,121.47369990000001,31.23039505
42307,北京,女,38,13950002,116.4071592,39.90467168
24388,广东 深圳市,男,35,11770691,114.0595443,22.54283882
14440,河南 濮阳市,男,44,10664047,115.0293153,35.76180116
47962,上海,男,43,10614782,121.47369990000001,31.23039505
2778,辽宁 盘锦市,女,49,10541326,122.0707363,41.12003174
11308,浙江 绍兴市,男,49,9893021,120.5802102,30.03027163
42308,北京,女,42,9820653,116.4071592,39.90467168
47963,上海,男,37,9464615,121.47369990000001,31.23039505
47964,上海,男,45,9100027,121.47369990000001,31.23039505
46990,内蒙古 呼和浩特市,男,37,8699279,111.7519553,40.84156718
3539,辽宁 大连市,女,46,8563624,121.6147485,38.913680299999996
47965,上海,男,40,8430970,121.47369990000001,31.23039505
1720,重庆,男,44,8342097,106.55074450000001,29.56470494
42309,北京,男,43,8022956,116.4071592,39.90467168
18143,江苏 连云港市,女,37,7858792,119.2229509,34.59668351
42310,北京,男,36,7663990,116.4071592,39.90467168
4923,福建 福州市,男,53,7640005,119.29645990000002,26.07417345
42311,北京,男,47,7572524,116.4071592,39.90467168
5741,福建 泉州市,男,26,7455153,118.6758514,24.87388355
42312,北京,男,38,7188560,116.4071592,39.90467168
17977,江西 上饶市,女,39,7105995,117.94355559999998,28.45459981
42313,北京,女,50,7100031,116.4071592,39.90467168
42314,北京,男,49,6960012,116.4071592,39.90467168
3540,辽宁 大连市,男,29,6913993,121.6147485,38.913680299999996
47966,上海,男,38,6731249,121.47369990000001,31.23039505
19327,江苏 无锡市,女,37,6611747,120.31236940000001,31.49095473
47967,上海,男,37,6515312,121.47369990000001,31.23039505
26511,广东 广州市,男,39,6415501,113.26435,23.12906597
47968,上海,男,41,6403737,121.47369990000001,31.23039505
42315,北京,男,42,6291171,116.4071592,39.90467168
24389,广东 深圳市,男,44,6164114,114.0595443,22.54283882
2521,辽宁 鞍山市,女,36,6129071,122.99456210000001,41.10773742
35274,山东 济南市,男,45,6086647,116.9948952,36.66526101
42316,北京,男,51,6000023,116.4071592,39.90467168
9088,湖北 武汉市,女,50,6000012,114.30523059999999,30.59274732
9089,湖北 武汉市,男,46,6000001,114.30523059999999,30.59274732
42317,北京,男,51,5846175,116.4071592,39.90467168
42318,北京,男,39,5822930,116.4071592,39.90467168
42319,北京,男,36,5811346,116.4071592,39.90467168
47969,上海,男,39,5731661,121.47369990000001,31.23039505
42320,北京,男,39,5729011,116.4071592,39.90467168
26512,广东 广州市,男,49,5713101,113.26435,23.12906597
1721,重庆,男,32,5639800,106.55074450000001,29.56470494
42321,北京,女,36,5587638,116.4071592,39.90467168
4358,辽宁 丹东市,男,57,5580037,124.3559953,39.99977589
7487,湖南 长沙市,男,61,5533738,112.9388158,28.22787847
42322,北京,男,44,5464429,116.4071592,39.90467168
4359,辽宁 丹东市,男,39,5381112,124.3559953,39.99977589
7231,甘肃 天水市,男,33,5378009,105.731276,34.587162
47970,上海,男,42,5361015,121.47369990000001,31.23039505
47971,上海,女,28,5356196,121.47369990000001,31.23039505
42323,北京,女,49,5351018,116.4071592,39.90467168
26513,广东 广州市,男,36,5325714,113.26435,23.12906597
20933,江苏 南京市,男,35,5289140,118.7964668,32.05838984
9090,湖北 武汉市,女,29,5200170,114.30523059999999,30.59274732
2779,辽宁 盘锦市,女,52,5111613,122.0707363,41.12003174
42324,北京,男,26,5108578,116.4071592,39.90467168
47972,上海,女,33,5064295,121.47369990000001,31.23039505
47973,上海,男,29,5012158,121.47369990000001,31.23039505
42325,北京,女,29,4985775,116.4071592,39.90467168
47974,上海,女,36,4980592,121.47369990000001,31.23039505
848,陕西 西安市,男,32,4956340,108.9398472,34.34120165
4516,贵州 贵阳市,男,46,4927731,106.630243,26.646988
47975,上海,女,38,4901626,121.47369990000001,31.23039505
20934,江苏 南京市,男,42,4872937,118.7964668,32.05838984
17293,江西 宜春市,女,40,4857764,114.4161142,27.81442655
35275,山东 济南市,女,29,4831269,116.9948952,36.66526101
15587,河北 邯郸市,女,45,4767151,114.5391973,36.62555513
39730,四川 成都市,男,30,4753878,104.064766,30.57016295
23933,广东 茂名市,男,54,4716912,110.92522350000002,21.66327672
42326,北京,男,49,4683323,116.4071592,39.90467168
7488,湖南 长沙市,男,40,4640620,112.9388158,28.22787847
24390,广东 深圳市,男,63,4590382,114.0595443,22.54283882
11008,浙江 金华市,男,32,4588032,119.64758059999998,29.07809702
849,陕西 西安市,男,45,4540272,108.9398472,34.34120165
42327,北京,男,41,4519332,116.4071592,39.90467168
47976,上海,女,73,4496491,121.47369990000001,31.23039505
17252,江西 抚州市,男,44,4466129,116.3580618,27.94784284
42328,北京,男,34,4434775,116.4071592,39.90467168
12573,浙江 宁波市,男,35,4414472,121.55027290000001,29.87383361
42329,北京,女,40,4408136,116.4071592,39.90467168
10787,海南 海口市,男,34,4403653,110.19987490000001,20.04428146
35276,山东 济南市,女,33,4368787,116.9948952,36.66526101
42330,北京,男,37,4322625,116.4071592,39.90467168
42331,北京,男,39,4322593,116.4071592,39.90467168
3541,辽宁 大连市,男,42,4320125,121.6147485,38.913680299999996
47977,上海,男,34,4268885,121.47369990000001,31.23039505
39434,四川 绵阳市,男,41,4264646,104.6795801,31.46754919
47978,上海,男,50,4228295,121.47369990000001,31.23039505
42332,北京,男,43,4225459,116.4071592,39.90467168
850,陕西 西安市,男,26,4200005,108.9398472,34.34120165
47979,上海,女,32,4180979,121.47369990000001,31.23039505
42333,北京,男,59,4151455,116.4071592,39.90467168
851,陕西 西安市,男,24,4116987,108.9398472,34.34120165
47980,上海,女,38,4113893,121.47369990000001,31.23039505
18216,江苏 苏州市,女,37,4110604,120.58319009999998,31.29832743
20326,江苏 常州市,男,50,4103666,119.973629,31.81068471
47981,上海,女,59,4095037,121.47369990000001,31.23039505
47982,上海,男,42,4069010,121.47369990000001,31.23039505
47983,上海,女,70,4062125,121.47369990000001,31.23039505
42334,北京,男,42,4057202,116.4071592,39.90467168
42335,北京,女,32,4037741,116.4071592,39.90467168
42336,北京,女,36,4016389,116.4071592,39.90467168
42337,北京,女,40,4000023,116.4071592,39.90467168
2812,辽宁 沈阳市,男,33,4000004,123.43237409999999,41.80557847
17401,江西 南昌市,男,51,4000003,115.85793819999999,28.68201581
42338,北京,男,48,4000001,116.4071592,39.90467168
42339,北京,女,34,3999005,116.4071592,39.90467168
5742,福建 泉州市,男,31,3997353,118.6758514,24.87388355
16516,河北 廊坊市,女,45,3966515,116.68371869999999,39.53775768
4924,福建 福州市,女,59,3943020,119.29645990000002,26.07417345
9091,湖北 武汉市,男,36,3930001,114.30523059999999,30.59274732
42340,北京,女,37,3920050,116.4071592,39.90467168
26514,广东 广州市,男,46,3916326,113.26435,23.12906597
2813,辽宁 沈阳市,男,34,3900001,123.43237409999999,41.80557847
26515,广东 广州市,男,44,3888131,113.26435,23.12906597
42341,北京,男,44,3875652,116.4071592,39.90467168
1722,重庆,男,29,3823203,106.55074450000001,29.56470494
33450,山东 青岛市,女,45,3821124,120.3829588,36.06625251
42342,北京,男,44,3794778,116.4071592,39.90467168
47984,上海,女,37,3793983,121.47369990000001,31.23039505
20632,江苏 宿迁市,男,47,3750872,118.27547309999999,33.96192328
42343,北京,男,33,3737165,116.4071592,39.90467168
37532,安徽 合肥市,男,39,3705579,117.2290159,31.82052309
5743,福建 泉州市,男,47,3693670,118.6758514,24.87388355
47985,上海,女,33,3691038,121.47369990000001,31.23039505
42344,北京,男,45,3602710,116.4071592,39.90467168
26516,广东 广州市,男,28,3595691,113.26435,23.12906597
15532,河南 三门峡市,男,38,3573791,111.20032990000001,34.77252919
11560,浙江 温州市,女,52,3569752,120.6993872,27.99483592
47986,上海,男,33,3560503,121.47369990000001,31.23039505
11009,浙江 金华市,男,46,3529903,119.64758059999998,29.07809702
42345,北京,男,40,3528877,116.4071592,39.90467168
47987,上海,女,29,3523574,121.47369990000001,31.23039505
42346,北京,女,41,3517118,116.4071592,39.90467168
47988,上海,男,45,3505833,121.47369990000001,31.23039505
37533,安徽 合肥市,女,40,3501072,117.2290159,31.82052309
24391,广东 深圳市,男,44,3500980,114.0595443,22.54283882
47989,上海,男,33,3485107,121.47369990000001,31.23039505
13416,河南 郑州市,女,31,3483624,113.62491840000001,34.74723141
7489,湖南 长沙市,男,40,3481161,112.9388158,28.22787847
42347,北京,男,46,3479616,116.4071592,39.90467168
3542,辽宁 大连市,女,45,3455477,121.6147485,38.913680299999996
38487,宁夏 银川市,男,32,3448715,106.23247109999998,38.486471200000004
47990,上海,女,29,3409138,121.47369990000001,31.23039505
2814,辽宁 沈阳市,男,38,3391046,123.43237409999999,41.80557847
42348,北京,女,35,3373058,116.4071592,39.90467168
37094,安徽 芜湖市,男,33,3369180,118.4331335,31.35245062
37534,安徽 合肥市,男,41,3366017,117.2290159,31.82052309
17891,江西 九江市,男,51,3362042,116.00145220000002,29.70540135
3543,辽宁 大连市,男,47,3361326,121.6147485,38.913680299999996
47991,上海,男,40,3360010,121.47369990000001,31.23039505
9092,湖北 武汉市,男,38,3350009,114.30523059999999,30.59274732
9093,湖北 武汉市,女,33,3348903,114.30523059999999,30.59274732
4517,贵州 贵阳市,男,42,3330050,106.630243,26.646988
47992,上海,男,27,3325999,121.47369990000001,31.23039505
47993,上海,女,37,3309781,121.47369990000001,31.23039505
42349,北京,女,40,3270081,116.4071592,39.90467168
47994,上海,女,65,3266173,121.47369990000001,31.23039505
42350,北京,女,34,3260299,116.4071592,39.90467168
37535,安徽 合肥市,男,45,3260064,117.2290159,31.82052309
26517,广东 广州市,男,39,3260001,113.26435,23.12906597
13417,河南 郑州市,女,44,3251178,113.62491840000001,34.74723141
33451,山东 青岛市,男,39,3250000,120.3829588,36.06625251
47995,上海,女,45,3220000,121.47369990000001,31.23039505
47996,上海,男,71,3195164,121.47369990000001,31.23039505
42351,北京,女,29,3190002,116.4071592,39.90467168
9094,湖北 武汉市,男,36,3177028,114.30523059999999,30.59274732
15889,河北 石家庄市,男,25,3174453,114.5143068,38.04280433
13418,河南 郑州市,男,26,3173505,113.62491840000001,34.74723141
6415,福建 厦门市,女,47,3157075,118.0894498,24.47955948
42352,北京,男,42,3135544,116.4071592,39.90467168
42353,北京,男,36,3132428,116.4071592,39.90467168
47997,上海,女,33,3120208,121.47369990000001,31.23039505
14532,河南 洛阳市,男,40,3115799,112.4536024,34.61816305
47998,上海,女,36,3114854,121.47369990000001,31.23039505
16675,河北 唐山市,女,46,3081351,118.1806146,39.63040279
1723,重庆,女,40,3055000,106.55074450000001,29.56470494
2815,辽宁 沈阳市,男,45,3016691,123.43237409999999,41.80557847
42354,北京,女,41,3010000,116.4071592,39.90467168
32037,广东 东莞市,男,41,3000029,113.75180309999999,23.02066519
26518,广东 广州市,女,33,3000020,113.26435,23.12906597
35277,山东 济南市,女,48,2994324,116.9948952,36.66526101
42355,北京,女,39,2993328,116.4071592,39.90467168
47999,上海,男,44,2985522,121.47369990000001,31.23039505
48000,上海,男,41,2985520,121.47369990000001,31.23039505
42356,北京,男,70,2984262,116.4071592,39.90467168
42357,北京,男,31,2973542,116.4071592,39.90467168
37536,安徽 合肥市,男,44,2962910,117.2290159,31.82052309
42358,北京,女,42,2961979,116.4071592,39.90467168
42359,北京,男,45,2954354,116.4071592,39.90467168
24392,广东 深圳市,女,45,2951216,114.0595443,22.54283882
20935,江苏 南京市,男,60,2950000,118.7964668,32.05838984
267,黑龙江 哈尔滨市,女,50,2930002,126.5358233,45.80217361
42360,北京,男,52,2929599,116.4071592,39.90467168
20936,江苏 南京市,男,51,2926424,118.7964668,32.05838984
42361,北京,男,35,2913402,116.4071592,39.90467168
34960,山东 淄博市,男,48,2898431,118.0547879,36.81305671
42362,北京,女,34,2891199,116.4071592,39.90467168
32038,广东 东莞市,女,44,2860163,113.75180309999999,23.02066519
42363,北京,男,33,2858946,116.4071592,39.90467168
4925,福建 福州市,女,29,2856469,119.29645990000002,26.07417345
48001,上海,男,47,2851450,121.47369990000001,31.23039505
42364,北京,女,39,2846715,116.4071592,39.90467168
42365,北京,女,37,2842572,116.4071592,39.90467168
1724,重庆,男,36,2816651,106.55074450000001,29.56470494
42366,北京,男,38,2813398,116.4071592,39.90467168
2816,辽宁 沈阳市,男,43,2809273,123.43237409999999,41.80557847
20937,江苏 南京市,男,34,2800154,118.7964668,32.05838984
42367,北京,女,38,2797364,116.4071592,39.90467168
7490,湖南 长沙市,女,38,2789207,112.9388158,28.22787847
3544,辽宁 大连市,女,55,2780052,121.6147485,38.913680299999996
7491,湖南 长沙市,男,47,2773667,112.9388158,28.22787847
48002,上海,女,37,2766666,121.47369990000001,31.23039505
38658,天津,男,53,2765044,117.1994124,39.08498159
38659,天津,男,43,2749390,117.1994124,39.08498159
16359,河北 沧州市,男,50,2747065,116.8387311,38.30429629
42368,北京,男,37,2740572,116.4071592,39.90467168
26519,广东 广州市,男,42,2740022,113.26435,23.12906597
48003,上海,女,35,2722291,121.47369990000001,31.23039505
34633,山东 潍坊市,男,28,2720021,119.1617636,36.70687907
20938,江苏 南京市,男,31,2719161,118.7964668,32.05838984
26520,广东 广州市,男,36,2719081,113.26435,23.12906597
11561,浙江 温州市,男,35,2718293,120.6993872,27.99483592
2651,辽宁 辽阳市,男,45,2715839,123.23736029999999,41.26809167
46833,内蒙古 鄂尔多斯市,男,32,2714284,109.78090449999999,39.60838917
1725,重庆,女,29,2706977,106.55074450000001,29.56470494
48004,上海,女,35,2705464,121.47369990000001,31.23039505
20939,江苏 南京市,女,40,2692498,118.7964668,32.05838984
37344,安徽 池州市,女,45,2687015,117.49142009999998,30.66475158
9095,湖北 武汉市,女,44,2682000,114.30523059999999,30.59274732
48005,上海,男,37,2667781,121.47369990000001,31.23039505
48006,上海,女,33,2665320,121.47369990000001,31.23039505
48007,上海,女,39,2650185,121.47369990000001,31.23039505
37345,安徽 池州市,男,48,2640254,117.49142009999998,30.66475158
1491,陕西 渭南市,男,44,2622200,109.5101915,34.49993923
48008,上海,男,42,2620739,121.47369990000001,31.23039505
5744,福建 泉州市,男,38,2614666,118.6758514,24.87388355
42369,北京,男,42,2610759,116.4071592,39.90467168
42370,北京,男,29,2610000,116.4071592,39.90467168
42371,北京,男,36,2601457,116.4071592,39.90467168
34906,山东 滨州市,男,40,2589986,117.9727487,37.38212677
3545,辽宁 大连市,男,40,2586547,121.6147485,38.913680299999996
48009,上海,女,37,2585185,121.47369990000001,31.23039505
42372,北京,男,41,2579637,116.4071592,39.90467168
4518,贵州 贵阳市,女,52,2579179,106.630243,26.646988
48010,上海,男,32,2576203,121.47369990000001,31.23039505
26521,广东 广州市,女,40,2560689,113.26435,23.12906597
42373,北京,男,32,2555840,116.4071592,39.90467168
48011,上海,男,27,2552068,121.47369990000001,31.23039505
42374,北京,女,34,2551529,116.4071592,39.90467168
48012,上海,女,35,2547669,121.47369990000001,31.23039505
38660,天津,女,33,2546264,117.1994124,39.08498159
35278,山东 济南市,男,36,2542438,116.9948952,36.66526101
42375,北京,男,37,2537308,116.4071592,39.90467168
42376,北京,男,39,2531992,116.4071592,39.90467168
38661,天津,男,41,2530217,117.1994124,39.08498159
24393,广东 深圳市,男,44,2525453,114.0595443,22.54283882
24394,广东 深圳市,男,34,2522633,114.0595443,22.54283882
48013,上海,女,34,2521001,121.47369990000001,31.23039505
42377,北京,女,34,2520082,116.4071592,39.90467168
5745,福建 泉州市,女,28,2520000,118.6758514,24.87388355
42378,北京,男,33,2510165,116.4071592,39.90467168
39731,四川 成都市,女,49,2500014,104.064766,30.57016295
42379,北京,男,42,2500000,116.4071592,39.90467168
38662,天津,女,46,2492724,117.1994124,39.08498159
11950,浙江 杭州市,女,40,2484228,120.1551537,30.27414837
37537,安徽 合肥市,女,44,2480531,117.2290159,31.82052309
10682,湖北 十堰市,男,40,2480180,110.798014,32.62914214
48014,上海,女,32,2471762,121.47369990000001,31.23039505
42380,北京,女,31,2468375,116.4071592,39.90467168
48015,上海,男,26,2460000,121.47369990000001,31.23039505
7492,湖南 长沙市,女,35,2458300,112.9388158,28.22787847
42381,北京,女,35,2442458,116.4071592,39.90467168
42382,北京,男,40,2437017,116.4071592,39.90467168
18217,江苏 苏州市,男,41,2431095,120.58319009999998,31.29832743
18941,江苏 盐城市,男,40,2430040,120.1616249,33.34956258
48016,上海,男,42,2426001,121.47369990000001,31.23039505
24230,广东 湛江市,女,28,2418973,110.35894499999999,21.2712438
13419,河南 郑州市,女,34,2416826,113.62491840000001,34.74723141
42383,北京,女,32,2411315,116.4071592,39.90467168
3546,辽宁 大连市,男,45,2410188,121.6147485,38.913680299999996
42384,北京,女,36,2410001,116.4071592,39.90467168
42385,北京,男,42,2409901,116.4071592,39.90467168
42386,北京,男,45,2402187,116.4071592,39.90467168
38663,天津,男,53,2395888,117.1994124,39.08498159
32839,山西 晋城市,男,32,2394350,112.85112959999998,35.49043104
32986,山西 太原市,男,38,2390345,112.550693,37.87056527
42387,北京,男,42,2390215,116.4071592,39.90467168
38664,天津,男,34,2390000,117.1994124,39.08498159
42388,北京,男,36,2388295,116.4071592,39.90467168
42389,北京,男,39,2378573,116.4071592,39.90467168
41102,四川 德阳市,女,41,2376781,104.3978915,31.12681617
48017,上海,男,46,2360081,121.47369990000001,31.23039505
11951,浙江 杭州市,男,38,2359193,120.1551537,30.27414837
42390,北京,女,37,2355952,116.4071592,39.90467168
42391,北京,女,32,2352570,116.4071592,39.90467168
4926,福建 福州市,男,36,2347468,119.29645990000002,26.07417345
42392,北京,女,42,2341137,116.4071592,39.90467168
48018,上海,男,37,2340676,121.47369990000001,31.23039505
42393,北京,男,39,2337242,116.4071592,39.90467168
48019,上海,女,30,2332750,121.47369990000001,31.23039505
20032,江苏 徐州市,男,35,2329469,117.2857488,34.20439459
3547,辽宁 大连市,男,25,2322673,121.6147485,38.913680299999996
48020,上海,男,32,2319427,121.47369990000001,31.23039505
18218,江苏 苏州市,男,39,2312061,120.58319009999998,31.29832743
15890,河北 石家庄市,男,30,2306894,114.5143068,38.04280433
3548,辽宁 大连市,男,44,2304081,121.6147485,38.913680299999996
4927,福建 福州市,男,36,2297760,119.29645990000002,26.07417345
9096,湖北 武汉市,女,33,2295125,114.30523059999999,30.59274732
10683,湖北 十堰市,女,40,2290000,110.798014,32.62914214
19901,江苏 扬州市,女,45,2282623,119.41266999999999,32.39361459
4928,福建 福州市,男,36,2269276,119.29645990000002,26.07417345
48021,上海,男,42,2268613,121.47369990000001,31.23039505
4360,辽宁 丹东市,女,34,2268469,124.3559953,39.99977589
42394,北京,女,34,2264909,116.4071592,39.90467168
48022,上海,男,31,2252217,121.47369990000001,31.23039505
7493,湖南 长沙市,男,34,2250118,112.9388158,28.22787847
20940,江苏 南京市,男,62,2245926,118.7964668,32.05838984
11952,浙江 杭州市,男,40,2241714,120.1551537,30.27414837
31521,广东 佛山市,女,46,2238090,113.1219262,23.0217925
42395,北京,女,26,2229017,116.4071592,39.90467168
4361,辽宁 丹东市,女,26,2228328,124.3559953,39.99977589
17892,江西 九江市,男,31,2227176,116.00145220000002,29.70540135
26522,广东 广州市,男,46,2220814,113.26435,23.12906597
48023,上海,男,47,2220595,121.47369990000001,31.23039505
12574,浙江 宁波市,女,35,2220084,121.55027290000001,29.87383361
38665,天津,男,27,2220001,117.1994124,39.08498159
3426,辽宁 抚顺市,男,33,2214663,123.95719820000001,41.87969198
11270,浙江 舟山市,女,59,2213210,122.20779099999999,29.98534445
3549,辽宁 大连市,男,45,2210005,121.6147485,38.913680299999996
11309,浙江 绍兴市,男,25,2209496,120.5802102,30.03027163
42396,北京,男,32,2204133,116.4071592,39.90467168
42397,北京,男,42,2203013,116.4071592,39.90467168
35279,山东 济南市,男,37,2202960,116.9948952,36.66526101
6416,福建 厦门市,女,42,2200019,118.0894498,24.47955948
4929,福建 福州市,男,61,2200009,119.29645990000002,26.07417345
42398,北京,男,27,2200002,116.4071592,39.90467168
48024,上海,女,37,2200000,121.47369990000001,31.23039505
35280,山东 济南市,男,34,2199902,116.9948952,36.66526101
38488,宁夏 银川市,女,41,2199003,106.23247109999998,38.486471200000004
42399,北京,男,44,2191220,116.4071592,39.90467168
20941,江苏 南京市,女,33,2190781,118.7964668,32.05838984
42400,北京,女,36,2190424,116.4071592,39.90467168
42401,北京,女,33,2188019,116.4071592,39.90467168
18040,江苏 镇江市,男,39,2180604,119.42499550000001,32.18960195
8605,湖北 鄂州市,男,41,2171629,114.89494520000001,30.39085261
48025,上海,男,36,2169802,121.47369990000001,31.23039505
20942,江苏 南京市,男,35,2167380,118.7964668,32.05838984
48026,上海,男,37,2166398,121.47369990000001,31.23039505
47565,云南 昆明市,男,27,2163629,102.83322340000001,24.87967709
18219,江苏 苏州市,男,38,2162502,120.58319009999998,31.29832743
42402,北京,女,45,2162323,116.4071592,39.90467168
4930,福建 福州市,男,33,2161609,119.29645990000002,26.07417345
42403,北京,男,34,2161199,116.4071592,39.90467168
42404,北京,男,34,2159324,116.4071592,39.90467168
48027,上海,男,61,2158056,121.47369990000001,31.23039505
42405,北京,女,29,2152065,116.4071592,39.90467168
42406,北京,女,37,2150739,116.4071592,39.90467168
26523,广东 广州市,男,38,2150002,113.26435,23.12906597
5746,福建 泉州市,女,32,2146544,118.6758514,24.87388355
42407,北京,女,31,2130736,116.4071592,39.90467168
26524,广东 广州市,女,32,2126912,113.26435,23.12906597
5747,福建 泉州市,男,33,2120086,118.6758514,24.87388355
26525,广东 广州市,男,32,2118844,113.26435,23.12906597
23319,广西 南宁市,男,45,2114200,108.3668912,22.816709200000002
6417,福建 厦门市,男,39,2113695,118.0894498,24.47955948
852,陕西 西安市,女,46,2110000,108.9398472,34.34120165
42408,北京,男,38,2105318,116.4071592,39.90467168
35281,山东 济南市,女,35,2101500,116.9948952,36.66526101
26526,广东 广州市,男,44,2101149,113.26435,23.12906597
167,黑龙江 大庆市,男,52,2100037,125.1030762,46.58756006
26527,广东 广州市,女,38,2098200,113.26435,23.12906597
42409,北京,男,33,2095060,116.4071592,39.90467168
42410,北京,男,43,2090001,116.4071592,39.90467168
9097,湖北 武汉市,男,40,2089954,114.30523059999999,30.59274732
37431,安徽 宣城市,男,63,2087929,118.75867290000001,30.94066897
48028,上海,女,32,2083072,121.47369990000001,31.23039505
32987,山西 太原市,男,43,2081433,112.550693,37.87056527
26528,广东 广州市,女,34,2080087,113.26435,23.12906597
20633,江苏 宿迁市,男,45,2080006,118.27547309999999,33.96192328
13420,河南 郑州市,男,42,2077959,113.62491840000001,34.74723141
42411,北京,女,29,2073467,116.4071592,39.90467168
268,黑龙江 哈尔滨市,女,38,2072006,126.5358233,45.80217361
48029,上海,男,36,2070911,121.47369990000001,31.23039505
42412,北京,男,32,2070004,116.4071592,39.90467168
48030,上海,女,32,2067822,121.47369990000001,31.23039505
48031,上海,男,38,2063084,121.47369990000001,31.23039505
42413,北京,男,47,2060040,116.4071592,39.90467168
48032,上海,女,36,2060000,121.47369990000001,31.23039505
48033,上海,男,29,2059518,121.47369990000001,31.23039505
32988,山西 太原市,男,53,2052284,112.550693,37.87056527
3550,辽宁 大连市,男,33,2051370,121.6147485,38.913680299999996
42414,北京,男,44,2050006,116.4071592,39.90467168
34961,山东 淄博市,男,51,2050000,118.0547879,36.81305671
34376,山东 烟台市,女,35,2045288,121.4480162,37.46351347
269,黑龙江 哈尔滨市,男,44,2045000,126.5358233,45.80217361
42415,北京,男,42,2043981,116.4071592,39.90467168
42416,北京,男,47,2030064,116.4071592,39.90467168
26529,广东 广州市,男,42,2030006,113.26435,23.12906597
18220,江苏 苏州市,男,33,2028493,120.58319009999998,31.29832743
31522,广东 佛山市,女,53,2020089,113.1219262,23.0217925
19902,江苏 扬州市,男,45,2020082,119.41266999999999,32.39361459
10788,海南 海口市,女,46,2020081,110.19987490000001,20.04428146
42417,北京,男,40,2020004,116.4071592,39.90467168
23320,广西 南宁市,女,52,2016247,108.3668912,22.816709200000002
4931,福建 福州市,女,32,2013786,119.29645990000002,26.07417345
19066,江苏 淮安市,男,42,2011006,119.0159098,33.61015184
42418,北京,女,43,2010022,116.4071592,39.90467168
13421,河南 郑州市,女,51,2010022,113.62491840000001,34.74723141
24395,广东 深圳市,男,51,2010008,114.0595443,22.54283882
9098,湖北 武汉市,女,51,2010000,114.30523059999999,30.59274732
48034,上海,男,58,2009210,121.47369990000001,31.23039505
15841,河北 秦皇岛市,男,47,2006019,119.5996727,39.93533594
26530,广东 广州市,女,28,2005891,113.26435,23.12906597
270,黑龙江 哈尔滨市,男,34,2005359,126.5358233,45.80217361
20699,江苏 南通市,男,41,2004715,120.8937102,31.97958344
39732,四川 成都市,男,46,2004005,104.064766,30.57016295
17978,江西 上饶市,女,50,2003300,117.94355559999998,28.45459981
42419,北京,男,43,2003002,116.4071592,39.90467168
10684,湖北 十堰市,男,28,2002089,110.798014,32.62914214
853,陕西 西安市,男,33,2002030,108.9398472,34.34120165
20943,江苏 南京市,男,48,2002002,118.7964668,32.05838984
42420,北京,男,40,2001268,116.4071592,39.90467168
42421,北京,男,42,2001017,116.4071592,39.90467168
1726,重庆,女,36,2000617,106.55074450000001,29.56470494
37538,安徽 合肥市,女,44,2000157,117.2290159,31.82052309
33452,山东 青岛市,女,28,2000140,120.3829588,36.06625251
34198,山东 菏泽市,女,44,2000120,115.48114140000001,35.2337081
42422,北京,男,25,2000050,116.4071592,39.90467168
48035,上海,男,33,2000032,121.47369990000001,31.23039505
39435,四川 绵阳市,男,46,2000028,104.6795801,31.46754919
26531,广东 广州市,男,30,2000027,113.26435,23.12906597
3551,辽宁 大连市,男,57,2000025,121.6147485,38.913680299999996
1727,重庆,男,54,2000024,106.55074450000001,29.56470494
18144,江苏 连云港市,男,25,2000023,119.2229509,34.59668351
42423,北京,男,35,2000021,116.4071592,39.90467168
22831,广西 防城港市,男,47,2000021,108.35470749999999,21.68712454
42424,北京,女,73,2000020,116.4071592,39.90467168
24396,广东 深圳市,女,38,2000018,114.0595443,22.54283882
41503,吉林 长春市,女,48,2000017,125.32353710000001,43.81604546
26532,广东 广州市,男,36,2000017,113.26435,23.12906597
38666,天津,男,50,2000016,117.1994124,39.08498159
19193,江苏 泰州市,男,36,2000016,119.9255351,32.45544603
31523,广东 佛山市,女,33,2000016,113.1219262,23.0217925
42425,北京,女,69,2000014,116.4071592,39.90467168
4362,辽宁 丹东市,男,57,2000013,124.3559953,39.99977589
3552,辽宁 大连市,男,59,2000010,121.6147485,38.913680299999996
42426,北京,女,46,2000009,116.4071592,39.90467168
6418,福建 厦门市,女,44,2000008,118.0894498,24.47955948
31524,广东 佛山市,男,46,2000007,113.1219262,23.0217925
42427,北京,女,37,2000006,116.4071592,39.90467168
48036,上海,女,33,2000006,121.47369990000001,31.23039505
9099,湖北 武汉市,男,26,2000006,114.30523059999999,30.59274732
42428,北京,男,42,2000005,116.4071592,39.90467168
9100,湖北 武汉市,女,43,2000005,114.30523059999999,30.59274732
17402,江西 南昌市,女,31,2000005,115.85793819999999,28.68201581
42430,北京,男,50,2000004,116.4071592,39.90467168
42429,北京,女,37,2000004,116.4071592,39.90467168
39733,四川 成都市,女,36,2000004,104.064766,30.57016295
42432,北京,男,46,2000003,116.4071592,39.90467168
42431,北京,男,32,2000003,116.4071592,39.90467168
13422,河南 郑州市,女,58,2000003,113.62491840000001,34.74723141
20944,江苏 南京市,男,49,2000003,118.7964668,32.05838984
48037,上海,女,42,2000003,121.47369990000001,31.23039505
9101,湖北 武汉市,男,52,2000003,114.30523059999999,30.59274732
