,MOBILEAREA,性别,年龄,金额,谷歌地图经度,谷歌地图纬度
14028,河南 郑州市,女,33,5000,113.62491840000001,34.74723141
14025,河南 郑州市,女,28,5000,113.62491840000001,34.74723141
14026,河南 郑州市,男,28,5000,113.62491840000001,34.74723141
14020,河南 郑州市,男,27,5000,113.62491840000001,34.74723141
14024,河南 郑州市,女,26,5000,113.62491840000001,34.74723141
18189,江苏 连云港市,男,28,5000,119.2229509,34.59668351
1528,陕西 渭南市,男,21,5000,109.5101915,34.49993923
15322,河南 商丘市,女,26,5000,115.65632409999999,34.41427602
1303,陕西 西安市,男,34,5000,108.9398472,34.34120165
1304,陕西 西安市,女,31,5000,108.9398472,34.34120165
1306,陕西 西安市,男,29,5000,108.9398472,34.34120165
1305,陕西 西安市,女,28,5000,108.9398472,34.34120165
1300,陕西 西安市,女,27,5000,108.9398472,34.34120165
1299,陕西 西安市,女,26,5000,108.9398472,34.34120165
1301,陕西 西安市,女,26,5000,108.9398472,34.34120165
1302,陕西 西安市,女,26,5000,108.9398472,34.34120165
15374,河南 周口市,男,39,5000,114.6969212,33.62584442
19148,江苏 淮安市,男,25,5000,119.0159098,33.61015184
14503,河南 漯河市,女,34,5000,114.0167854,33.58145814
19002,江苏 盐城市,女,58,5000,120.1616249,33.34956258
19003,江苏 盐城市,男,31,5000,120.1616249,33.34956258
1572,陕西 汉中市,男,22,5000,107.02375500000001,33.06759192
15435,河南 南阳市,男,25,5000,112.52855459999999,32.99062014
36936,安徽 阜阳市,女,27,5000,115.8149457,32.88964371
36937,安徽 阜阳市,女,22,5000,115.8149457,32.88964371
36938,安徽 阜阳市,男,21,5000,115.8149457,32.88964371
10750,湖北 十堰市,男,38,5000,110.798014,32.62914214
37275,安徽 淮南市,女,24,5000,116.9997628,32.6254847
19280,江苏 泰州市,男,26,5000,119.9255351,32.45544603
41272,四川 广元市,女,29,5000,105.8435817,32.43550533
18118,江苏 镇江市,男,32,5000,119.42499550000001,32.18960195
15514,河南 信阳市,男,26,5000,114.0927966,32.14708006
22144,江苏 南京市,女,47,5000,118.7964668,32.05838984
22150,江苏 南京市,男,37,5000,118.7964668,32.05838984
22152,江苏 南京市,女,36,5000,118.7964668,32.05838984
22151,江苏 南京市,女,32,5000,118.7964668,32.05838984
22158,江苏 南京市,女,32,5000,118.7964668,32.05838984
22155,江苏 南京市,男,31,5000,118.7964668,32.05838984
22141,江苏 南京市,男,30,5000,118.7964668,32.05838984
22153,江苏 南京市,男,29,5000,118.7964668,32.05838984
22147,江苏 南京市,男,28,5000,118.7964668,32.05838984
22142,江苏 南京市,男,27,5000,118.7964668,32.05838984
22154,江苏 南京市,男,27,5000,118.7964668,32.05838984
22157,江苏 南京市,女,27,5000,118.7964668,32.05838984
22156,江苏 南京市,男,26,5000,118.7964668,32.05838984
22146,江苏 南京市,女,25,5000,118.7964668,32.05838984
22145,江苏 南京市,男,24,5000,118.7964668,32.05838984
22148,江苏 南京市,女,24,5000,118.7964668,32.05838984
22149,江苏 南京市,女,24,5000,118.7964668,32.05838984
22143,江苏 南京市,男,23,5000,118.7964668,32.05838984
8736,湖北 襄阳市,男,51,5000,112.1225413,32.00905138
8737,湖北 襄阳市,男,40,5000,112.1225413,32.00905138
20857,江苏 南通市,男,40,5000,120.8937102,31.97958344
38205,安徽 合肥市,男,40,5000,117.2290159,31.82052309
38204,安徽 合肥市,女,32,5000,117.2290159,31.82052309
38207,安徽 合肥市,男,30,5000,117.2290159,31.82052309
38202,安徽 合肥市,女,28,5000,117.2290159,31.82052309
38206,安徽 合肥市,男,28,5000,117.2290159,31.82052309
38201,安徽 合肥市,男,27,5000,117.2290159,31.82052309
38200,安徽 合肥市,男,26,5000,117.2290159,31.82052309
38203,安徽 合肥市,男,24,5000,117.2290159,31.82052309
20544,江苏 常州市,男,25,5000,119.973629,31.81068471
20543,江苏 常州市,男,22,5000,119.973629,31.81068471
38419,安徽 六安市,男,26,5000,116.52324509999998,31.73490004
8595,湖北 随州市,男,32,5000,113.38261750000001,31.69007547
8594,湖北 随州市,女,29,5000,113.38261750000001,31.69007547
8593,湖北 随州市,女,23,5000,113.38261750000001,31.69007547
19740,江苏 无锡市,女,50,5000,120.31236940000001,31.49095473
19742,江苏 无锡市,女,34,5000,120.31236940000001,31.49095473
19743,江苏 无锡市,女,33,5000,120.31236940000001,31.49095473
19744,江苏 无锡市,女,31,5000,120.31236940000001,31.49095473
19741,江苏 无锡市,女,29,5000,120.31236940000001,31.49095473
19737,江苏 无锡市,男,27,5000,120.31236940000001,31.49095473
19738,江苏 无锡市,男,26,5000,120.31236940000001,31.49095473
19739,江苏 无锡市,女,26,5000,120.31236940000001,31.49095473
39585,四川 绵阳市,女,28,5000,104.6795801,31.46754919
37163,安徽 芜湖市,男,30,5000,118.4331335,31.35245062
37162,安徽 芜湖市,男,23,5000,118.4331335,31.35245062
37164,安徽 芜湖市,女,22,5000,118.4331335,31.35245062
37165,安徽 芜湖市,男,22,5000,118.4331335,31.35245062
18710,江苏 苏州市,男,34,5000,120.58319009999998,31.29832743
18711,江苏 苏州市,男,29,5000,120.58319009999998,31.29832743
18712,江苏 苏州市,男,29,5000,120.58319009999998,31.29832743
18704,江苏 苏州市,男,28,5000,120.58319009999998,31.29832743
18706,江苏 苏州市,女,28,5000,120.58319009999998,31.29832743
18705,江苏 苏州市,女,26,5000,120.58319009999998,31.29832743
18707,江苏 苏州市,女,26,5000,120.58319009999998,31.29832743
18708,江苏 苏州市,男,25,5000,120.58319009999998,31.29832743
18709,江苏 苏州市,男,25,5000,120.58319009999998,31.29832743
51460,上海,男,55,5000,121.47369990000001,31.23039505
51461,上海,男,46,5000,121.47369990000001,31.23039505
51435,上海,女,45,5000,121.47369990000001,31.23039505
51458,上海,女,43,5000,121.47369990000001,31.23039505
51459,上海,男,42,5000,121.47369990000001,31.23039505
51456,上海,男,39,5000,121.47369990000001,31.23039505
51450,上海,男,37,5000,121.47369990000001,31.23039505
51455,上海,女,36,5000,121.47369990000001,31.23039505
51457,上海,女,34,5000,121.47369990000001,31.23039505
51472,上海,女,34,5000,121.47369990000001,31.23039505
51454,上海,女,33,5000,121.47369990000001,31.23039505
51439,上海,男,32,5000,121.47369990000001,31.23039505
51453,上海,男,32,5000,121.47369990000001,31.23039505
51467,上海,女,32,5000,121.47369990000001,31.23039505
51468,上海,女,32,5000,121.47369990000001,31.23039505
51469,上海,男,32,5000,121.47369990000001,31.23039505
51470,上海,女,32,5000,121.47369990000001,31.23039505
51465,上海,男,31,5000,121.47369990000001,31.23039505
51451,上海,女,30,5000,121.47369990000001,31.23039505
51430,上海,女,29,5000,121.47369990000001,31.23039505
51466,上海,女,29,5000,121.47369990000001,31.23039505
51471,上海,男,29,5000,121.47369990000001,31.23039505
51438,上海,女,28,5000,121.47369990000001,31.23039505
51440,上海,女,28,5000,121.47369990000001,31.23039505
51441,上海,男,28,5000,121.47369990000001,31.23039505
51449,上海,女,28,5000,121.47369990000001,31.23039505
51464,上海,女,28,5000,121.47369990000001,31.23039505
51434,上海,男,27,5000,121.47369990000001,31.23039505
51431,上海,男,26,5000,121.47369990000001,31.23039505
51436,上海,男,26,5000,121.47369990000001,31.23039505
51443,上海,男,26,5000,121.47369990000001,31.23039505
51442,上海,男,25,5000,121.47369990000001,31.23039505
51445,上海,女,25,5000,121.47369990000001,31.23039505
51452,上海,女,25,5000,121.47369990000001,31.23039505
51462,上海,女,25,5000,121.47369990000001,31.23039505
51448,上海,男,24,5000,121.47369990000001,31.23039505
51463,上海,女,24,5000,121.47369990000001,31.23039505
51432,上海,女,23,5000,121.47369990000001,31.23039505
51433,上海,女,23,5000,121.47369990000001,31.23039505
51446,上海,女,23,5000,121.47369990000001,31.23039505
51437,上海,男,22,5000,121.47369990000001,31.23039505
51447,上海,女,22,5000,121.47369990000001,31.23039505
51444,上海,男,21,5000,121.47369990000001,31.23039505
39325,四川 达州市,女,53,5000,107.4679175,31.20867099
8843,湖北 荆门市,男,28,5000,112.1994572,31.03548495
13106,浙江 嘉兴市,男,40,5000,120.75549240000001,30.74498339
10563,湖北 宜昌市,男,51,5000,111.28640759999999,30.69184705
10562,湖北 宜昌市,男,24,5000,111.28640759999999,30.69184705
10088,湖北 武汉市,女,45,5000,114.30523059999999,30.59274732
10086,湖北 武汉市,男,36,5000,114.30523059999999,30.59274732
10081,湖北 武汉市,女,29,5000,114.30523059999999,30.59274732
10089,湖北 武汉市,男,29,5000,114.30523059999999,30.59274732
10090,湖北 武汉市,男,29,5000,114.30523059999999,30.59274732
10087,湖北 武汉市,女,28,5000,114.30523059999999,30.59274732
10084,湖北 武汉市,男,27,5000,114.30523059999999,30.59274732
10085,湖北 武汉市,女,27,5000,114.30523059999999,30.59274732
10082,湖北 武汉市,男,23,5000,114.30523059999999,30.59274732
10083,湖北 武汉市,女,23,5000,114.30523059999999,30.59274732
40676,四川 成都市,男,59,5000,104.064766,30.57016295
40661,四川 成都市,女,57,5000,104.064766,30.57016295
40660,四川 成都市,女,49,5000,104.064766,30.57016295
40670,四川 成都市,女,46,5000,104.064766,30.57016295
40671,四川 成都市,男,45,5000,104.064766,30.57016295
40669,四川 成都市,女,44,5000,104.064766,30.57016295
40668,四川 成都市,女,39,5000,104.064766,30.57016295
40665,四川 成都市,男,36,5000,104.064766,30.57016295
40664,四川 成都市,男,35,5000,104.064766,30.57016295
40678,四川 成都市,男,32,5000,104.064766,30.57016295
40667,四川 成都市,女,30,5000,104.064766,30.57016295
40674,四川 成都市,男,30,5000,104.064766,30.57016295
40677,四川 成都市,男,30,5000,104.064766,30.57016295
40675,四川 成都市,男,29,5000,104.064766,30.57016295
40662,四川 成都市,女,28,5000,104.064766,30.57016295
40666,四川 成都市,男,27,5000,104.064766,30.57016295
40672,四川 成都市,男,27,5000,104.064766,30.57016295
40663,四川 成都市,男,25,5000,104.064766,30.57016295
40673,四川 成都市,女,25,5000,104.064766,30.57016295
9013,湖北 荆州市,女,30,5000,112.24066840000002,30.33486095
9010,湖北 荆州市,女,27,5000,112.24066840000002,30.33486095
9011,湖北 荆州市,女,27,5000,112.24066840000002,30.33486095
9012,湖北 荆州市,女,27,5000,112.24066840000002,30.33486095
12331,浙江 杭州市,男,60,5000,120.1551537,30.27414837
12334,浙江 杭州市,男,60,5000,120.1551537,30.27414837
12332,浙江 杭州市,男,59,5000,120.1551537,30.27414837
12327,浙江 杭州市,男,56,5000,120.1551537,30.27414837
12323,浙江 杭州市,女,53,5000,120.1551537,30.27414837
12324,浙江 杭州市,女,52,5000,120.1551537,30.27414837
12325,浙江 杭州市,女,52,5000,120.1551537,30.27414837
12326,浙江 杭州市,女,52,5000,120.1551537,30.27414837
12336,浙江 杭州市,男,52,5000,120.1551537,30.27414837
12343,浙江 杭州市,男,48,5000,120.1551537,30.27414837
12329,浙江 杭州市,男,45,5000,120.1551537,30.27414837
12337,浙江 杭州市,女,44,5000,120.1551537,30.27414837
12345,浙江 杭州市,女,44,5000,120.1551537,30.27414837
12339,浙江 杭州市,男,34,5000,120.1551537,30.27414837
12338,浙江 杭州市,女,33,5000,120.1551537,30.27414837
12347,浙江 杭州市,男,32,5000,120.1551537,30.27414837
12344,浙江 杭州市,男,31,5000,120.1551537,30.27414837
12330,浙江 杭州市,女,29,5000,120.1551537,30.27414837
12333,浙江 杭州市,女,28,5000,120.1551537,30.27414837
12335,浙江 杭州市,男,28,5000,120.1551537,30.27414837
12328,浙江 杭州市,女,26,5000,120.1551537,30.27414837
12346,浙江 杭州市,男,24,5000,120.1551537,30.27414837
12340,浙江 杭州市,男,21,5000,120.1551537,30.27414837
12341,浙江 杭州市,男,21,5000,120.1551537,30.27414837
12342,浙江 杭州市,女,21,5000,120.1551537,30.27414837
10436,湖北 恩施土家族苗族自治州,男,66,5000,109.4881949,30.27214758
39389,四川 资阳市,男,28,5000,104.6279566,30.12865875
11431,浙江 绍兴市,男,21,5000,120.5802102,30.03027163
39265,四川 雅安市,男,36,5000,103.0398001,30.01539696
12855,浙江 宁波市,男,49,5000,121.55027290000001,29.87383361
12852,浙江 宁波市,男,43,5000,121.55027290000001,29.87383361
12854,浙江 宁波市,男,36,5000,121.55027290000001,29.87383361
12853,浙江 宁波市,男,33,5000,121.55027290000001,29.87383361
12856,浙江 宁波市,女,32,5000,121.55027290000001,29.87383361
17947,江西 九江市,男,27,5000,116.00145220000002,29.70540135
4678,西藏 拉萨市,男,38,5000,91.11450664,29.64410958
2238,重庆,男,43,5000,106.55074450000001,29.56470494
2237,重庆,女,39,5000,106.55074450000001,29.56470494
2236,重庆,男,35,5000,106.55074450000001,29.56470494
2235,重庆,女,28,5000,106.55074450000001,29.56470494
2234,重庆,女,27,5000,106.55074450000001,29.56470494
2239,重庆,女,27,5000,106.55074450000001,29.56470494
2240,重庆,男,27,5000,106.55074450000001,29.56470494
2241,重庆,男,26,5000,106.55074450000001,29.56470494
11142,浙江 金华市,男,33,5000,119.64758059999998,29.07809702
11143,浙江 金华市,男,28,5000,119.64758059999998,29.07809702
11141,浙江 金华市,女,25,5000,119.64758059999998,29.07809702
8371,湖南 常德市,男,38,5000,111.6985031,29.03161875
8370,湖南 常德市,男,27,5000,111.6985031,29.03161875
8372,湖南 常德市,男,27,5000,111.6985031,29.03161875
8373,湖南 常德市,女,23,5000,111.6985031,29.03161875
17762,江西 南昌市,女,46,5000,115.85793819999999,28.68201581
17768,江西 南昌市,男,42,5000,115.85793819999999,28.68201581
17766,江西 南昌市,女,41,5000,115.85793819999999,28.68201581
17767,江西 南昌市,女,39,5000,115.85793819999999,28.68201581
17764,江西 南昌市,男,37,5000,115.85793819999999,28.68201581
17769,江西 南昌市,男,35,5000,115.85793819999999,28.68201581
17763,江西 南昌市,女,23,5000,115.85793819999999,28.68201581
17765,江西 南昌市,男,21,5000,115.85793819999999,28.68201581
13255,浙江 台州市,男,30,5000,121.42056969999999,28.6560505
13254,浙江 台州市,男,25,5000,121.42056969999999,28.6560505
8135,湖南 益阳市,女,28,5000,112.3551413,28.55391029
17071,江西 鹰潭市,女,46,5000,117.069194,28.26011478
7781,湖南 长沙市,男,36,5000,112.9388158,28.22787847
7782,湖南 长沙市,女,35,5000,112.9388158,28.22787847
7783,湖南 长沙市,男,34,5000,112.9388158,28.22787847
7779,湖南 长沙市,男,31,5000,112.9388158,28.22787847
7778,湖南 长沙市,女,26,5000,112.9388158,28.22787847
7780,湖南 长沙市,男,25,5000,112.9388158,28.22787847
7777,湖南 长沙市,女,22,5000,112.9388158,28.22787847
7784,湖南 长沙市,女,21,5000,112.9388158,28.22787847
11770,浙江 温州市,男,45,5000,120.6993872,27.99483592
11772,浙江 温州市,女,35,5000,120.6993872,27.99483592
11773,浙江 温州市,男,34,5000,120.6993872,27.99483592
11774,浙江 温州市,男,30,5000,120.6993872,27.99483592
11775,浙江 温州市,男,26,5000,120.6993872,27.99483592
11771,浙江 温州市,男,24,5000,120.6993872,27.99483592
8267,湖南 株洲市,男,33,5000,113.13397150000002,27.82764145
8268,湖南 株洲市,男,31,5000,113.13397150000002,27.82764145
47559,云南 昭通市,女,38,5000,103.71681590000001,27.33809695
7982,湖南 邵阳市,女,60,5000,111.467693,27.23893329
8038,湖南 衡阳市,男,46,5000,112.5719419,26.89328413
8039,湖南 衡阳市,男,28,5000,112.5719419,26.89328413
4587,贵州 贵阳市,男,38,5000,106.630243,26.646988
4588,贵州 贵阳市,男,31,5000,106.630243,26.646988
4589,贵州 贵阳市,女,31,5000,106.630243,26.646988
4590,贵州 贵阳市,男,29,5000,106.630243,26.646988
4475,贵州 黔东南,男,45,5000,107.9841485,26.58362969
7062,福建 三明市,男,25,5000,117.63917920000002,26.26392445
5343,福建 福州市,男,35,5000,119.29645990000002,26.07417345
5344,福建 福州市,男,35,5000,119.29645990000002,26.07417345
5342,福建 福州市,男,32,5000,119.29645990000002,26.07417345
5347,福建 福州市,女,30,5000,119.29645990000002,26.07417345
5348,福建 福州市,男,30,5000,119.29645990000002,26.07417345
5349,福建 福州市,女,29,5000,119.29645990000002,26.07417345
5345,福建 福州市,男,27,5000,119.29645990000002,26.07417345
5340,福建 福州市,男,25,5000,119.29645990000002,26.07417345
5341,福建 福州市,女,24,5000,119.29645990000002,26.07417345
5346,福建 福州市,男,23,5000,119.29645990000002,26.07417345
17116,江西 赣州市,男,26,5000,114.93474599999999,25.83108191
4874,福建 莆田市,女,28,5000,119.00767079999999,25.45403565
4743,福建 龙岩市,男,34,5000,117.0171943,25.07499093
47785,云南 昆明市,女,30,5000,102.83322340000001,24.87967709
47786,云南 昆明市,女,30,5000,102.83322340000001,24.87967709
47784,云南 昆明市,女,29,5000,102.83322340000001,24.87967709
47787,云南 昆明市,男,25,5000,102.83322340000001,24.87967709
6025,福建 泉州市,女,45,5000,118.6758514,24.87388355
6028,福建 泉州市,男,44,5000,118.6758514,24.87388355
6027,福建 泉州市,男,41,5000,118.6758514,24.87388355
6031,福建 泉州市,男,38,5000,118.6758514,24.87388355
6026,福建 泉州市,男,33,5000,118.6758514,24.87388355
6030,福建 泉州市,男,29,5000,118.6758514,24.87388355
6029,福建 泉州市,女,25,5000,118.6758514,24.87388355
5662,福建 漳州市,男,26,5000,117.64724070000001,24.51342733
5663,福建 漳州市,男,25,5000,117.64724070000001,24.51342733
5664,福建 漳州市,男,25,5000,117.64724070000001,24.51342733
6778,福建 厦门市,男,52,5000,118.0894498,24.47955948
6779,福建 厦门市,男,44,5000,118.0894498,24.47955948
6777,福建 厦门市,男,41,5000,118.0894498,24.47955948
6774,福建 厦门市,女,38,5000,118.0894498,24.47955948
6776,福建 厦门市,男,38,5000,118.0894498,24.47955948
6775,福建 厦门市,女,36,5000,118.0894498,24.47955948
6770,福建 厦门市,女,26,5000,118.0894498,24.47955948
6780,福建 厦门市,女,24,5000,118.0894498,24.47955948
6771,福建 厦门市,女,23,5000,118.0894498,24.47955948
6772,福建 厦门市,女,23,5000,118.0894498,24.47955948
6773,福建 厦门市,男,22,5000,118.0894498,24.47955948
23209,广西 柳州市,女,27,5000,109.4155114,24.32544245
23210,广西 柳州市,男,27,5000,109.4155114,24.32544245
25900,广东 河源市,男,36,5000,114.7006423,23.7435815
25901,广东 河源市,男,26,5000,114.7006423,23.7435815
24209,广东 潮州市,女,24,5000,116.622947,23.65667147
26346,广东 揭阳市,男,31,5000,116.3727017,23.54967374
47466,云南 红河哈尼族彝族自治州,男,33,5000,103.3756022,23.36420204
26168,广东 汕头市,男,31,5000,116.6821851,23.35352107
30747,广东 广州市,男,43,5000,113.26435,23.12906597
30751,广东 广州市,男,39,5000,113.26435,23.12906597
30743,广东 广州市,女,38,5000,113.26435,23.12906597
30759,广东 广州市,男,38,5000,113.26435,23.12906597
30752,广东 广州市,女,36,5000,113.26435,23.12906597
30754,广东 广州市,男,31,5000,113.26435,23.12906597
30760,广东 广州市,女,31,5000,113.26435,23.12906597
30761,广东 广州市,女,31,5000,113.26435,23.12906597
30739,广东 广州市,女,28,5000,113.26435,23.12906597
30741,广东 广州市,女,28,5000,113.26435,23.12906597
30745,广东 广州市,男,27,5000,113.26435,23.12906597
30750,广东 广州市,女,27,5000,113.26435,23.12906597
30753,广东 广州市,男,27,5000,113.26435,23.12906597
30738,广东 广州市,男,26,5000,113.26435,23.12906597
30735,广东 广州市,男,25,5000,113.26435,23.12906597
30736,广东 广州市,女,25,5000,113.26435,23.12906597
30742,广东 广州市,男,25,5000,113.26435,23.12906597
30746,广东 广州市,女,25,5000,113.26435,23.12906597
30737,广东 广州市,男,24,5000,113.26435,23.12906597
30744,广东 广州市,男,24,5000,113.26435,23.12906597
30755,广东 广州市,男,24,5000,113.26435,23.12906597
30756,广东 广州市,女,24,5000,113.26435,23.12906597
30758,广东 广州市,女,23,5000,113.26435,23.12906597
30740,广东 广州市,女,22,5000,113.26435,23.12906597
30748,广东 广州市,女,22,5000,113.26435,23.12906597
30757,广东 广州市,男,19,5000,113.26435,23.12906597
30749,广东 广州市,男,17,5000,113.26435,23.12906597
26436,广东 惠州市,男,31,5000,114.41679029999999,23.11074186
31720,广东 佛山市,男,47,5000,113.1219262,23.0217925
31718,广东 佛山市,女,32,5000,113.1219262,23.0217925
31717,广东 佛山市,男,30,5000,113.1219262,23.0217925
31721,广东 佛山市,女,29,5000,113.1219262,23.0217925
31722,广东 佛山市,女,29,5000,113.1219262,23.0217925
31716,广东 佛山市,女,25,5000,113.1219262,23.0217925
31719,广东 佛山市,女,25,5000,113.1219262,23.0217925
32408,广东 东莞市,男,36,5000,113.75180309999999,23.02066519
32410,广东 东莞市,女,36,5000,113.75180309999999,23.02066519
32409,广东 东莞市,男,34,5000,113.75180309999999,23.02066519
32411,广东 东莞市,女,33,5000,113.75180309999999,23.02066519
32413,广东 东莞市,男,28,5000,113.75180309999999,23.02066519
32412,广东 东莞市,男,26,5000,113.75180309999999,23.02066519
22928,广西 玉林市,女,47,5000,110.1809723,22.65457603
26001,广东 江门市,男,36,5000,113.0815873,22.57869763
25305,广东 深圳市,男,56,5000,114.0595443,22.54283882
25311,广东 深圳市,女,43,5000,114.0595443,22.54283882
25314,广东 深圳市,女,42,5000,114.0595443,22.54283882
25316,广东 深圳市,女,42,5000,114.0595443,22.54283882
25317,广东 深圳市,女,40,5000,114.0595443,22.54283882
25321,广东 深圳市,男,39,5000,114.0595443,22.54283882
25315,广东 深圳市,男,34,5000,114.0595443,22.54283882
25312,广东 深圳市,女,33,5000,114.0595443,22.54283882
25313,广东 深圳市,女,33,5000,114.0595443,22.54283882
25319,广东 深圳市,男,30,5000,114.0595443,22.54283882
25320,广东 深圳市,女,30,5000,114.0595443,22.54283882
25307,广东 深圳市,男,29,5000,114.0595443,22.54283882
25306,广东 深圳市,男,27,5000,114.0595443,22.54283882
25308,广东 深圳市,男,27,5000,114.0595443,22.54283882
25310,广东 深圳市,女,26,5000,114.0595443,22.54283882
25318,广东 深圳市,男,25,5000,114.0595443,22.54283882
25309,广东 深圳市,女,24,5000,114.0595443,22.54283882
31968,广东 中山市,男,31,5000,113.3925951,22.51592747
24138,广东 珠海市,女,33,5000,113.5766895,22.27073013
24139,广东 珠海市,男,30,5000,113.5766895,22.27073013
24140,广东 珠海市,女,28,5000,113.5766895,22.27073013
23905,广东 阳江市,女,26,5000,111.9825315,21.85831569
23906,广东 阳江市,女,21,5000,111.9825315,21.85831569
23960,广东 茂名市,男,24,5000,110.92522350000002,21.66327672
24275,广东 湛江市,男,27,5000,110.35894499999999,21.2712438
25322,广东 深圳市,男,42,4998,114.0595443,22.54283882
14029,河南 郑州市,女,29,4989,113.62491840000001,34.74723141
19745,江苏 无锡市,男,24,4981,120.31236940000001,31.49095473
16504,河北 张家口市,男,34,4977,114.88755559999998,40.82442028
14030,河南 郑州市,男,25,4973,113.62491840000001,34.74723141
31969,广东 中山市,男,36,4956,113.3925951,22.51592747
39089,天津,男,43,4942,117.1994124,39.08498159
15069,河南 开封市,女,27,4935,114.30729209999998,34.797261799999994
41813,吉林 长春市,女,27,4931,125.32353710000001,43.81604546
3222,辽宁 沈阳市,女,38,4931,123.43237409999999,41.80557847
19746,江苏 无锡市,男,37,4929,120.31236940000001,31.49095473
46027,北京,女,33,4914,116.4071592,39.90467168
40679,四川 成都市,男,28,4903,104.064766,30.57016295
14528,河南 济源市,男,33,4902,112.60270870000001,35.0671149
47788,云南 昆明市,男,23,4902,102.83322340000001,24.87967709
6781,福建 厦门市,女,26,4901,118.0894498,24.47955948
4196,辽宁 大连市,男,41,4900,121.6147485,38.913680299999996
46028,北京,女,37,4900,116.4071592,39.90467168
18119,江苏 镇江市,男,46,4900,119.42499550000001,32.18960195
22159,江苏 南京市,女,23,4900,118.7964668,32.05838984
7785,湖南 长沙市,男,22,4900,112.9388158,28.22787847
30762,广东 广州市,女,29,4899,113.26435,23.12906597
51473,上海,男,33,4894,121.47369990000001,31.23039505
1631,陕西 延安市,男,17,4883,109.4897868,36.58533968
32414,广东 东莞市,男,31,4869,113.75180309999999,23.02066519
35686,山东 济南市,女,33,4858,116.9948952,36.66526101
42129,吉林 延边,男,26,4851,129.50907949999998,42.89135582
38474,安徽 亳州市,男,37,4850,115.77933090000002,33.84452613
46029,北京,男,31,4843,116.4071592,39.90467168
26002,广东 江门市,男,26,4836,113.0815873,22.57869763
1307,陕西 西安市,女,28,4822,108.9398472,34.34120165
51474,上海,男,21,4813,121.47369990000001,31.23039505
32415,广东 东莞市,男,28,4809,113.75180309999999,23.02066519
46030,北京,男,30,4808,116.4071592,39.90467168
18190,江苏 连云港市,男,28,4806,119.2229509,34.59668351
51475,上海,男,22,4803,121.47369990000001,31.23039505
15645,河北 邯郸市,女,33,4800,114.5391973,36.62555513
38622,宁夏 固原市,男,27,4800,106.24259270000002,36.01582624
18713,江苏 苏州市,男,23,4800,120.58319009999998,31.29832743
51476,上海,男,29,4800,121.47369990000001,31.23039505
12348,浙江 杭州市,男,41,4800,120.1551537,30.27414837
11776,浙江 温州市,男,49,4800,120.6993872,27.99483592
30763,广东 广州市,男,28,4800,113.26435,23.12906597
30764,广东 广州市,男,29,4794,113.26435,23.12906597
3413,辽宁 朝阳市,男,52,4788,120.45083980000001,41.57337991
22160,江苏 南京市,女,25,4756,118.7964668,32.05838984
36978,安徽 铜陵市,女,20,4734,117.8123355,30.94481268
26003,广东 江门市,男,35,4717,113.0815873,22.57869763
22161,江苏 南京市,男,25,4710,118.7964668,32.05838984
12349,浙江 杭州市,男,35,4706,120.1551537,30.27414837
46031,北京,男,36,4704,116.4071592,39.90467168
7004,福建 南平市,男,43,4701,118.1778175,26.64157388
46032,北京,女,24,4700,116.4071592,39.90467168
39090,天津,男,26,4700,117.1994124,39.08498159
39586,四川 绵阳市,男,20,4700,104.6795801,31.46754919
18191,江苏 连云港市,男,26,4694,119.2229509,34.59668351
3223,辽宁 沈阳市,女,57,4692,123.43237409999999,41.80557847
46033,北京,男,28,4678,116.4071592,39.90467168
19281,江苏 泰州市,男,38,4654,119.9255351,32.45544603
26169,广东 汕头市,男,34,4650,116.6821851,23.35352107
20545,江苏 常州市,女,23,4646,119.973629,31.81068471
34337,山东 聊城市,男,28,4639,115.98546670000002,36.45700015
577,黑龙江 哈尔滨市,男,26,4625,126.5358233,45.80217361
14031,河南 郑州市,男,45,4625,113.62491840000001,34.74723141
30765,广东 广州市,男,29,4616,113.26435,23.12906597
4197,辽宁 大连市,女,41,4604,121.6147485,38.913680299999996
1308,陕西 西安市,男,30,4602,108.9398472,34.34120165
30766,广东 广州市,男,23,4602,113.26435,23.12906597
19747,江苏 无锡市,女,43,4601,120.31236940000001,31.49095473
13107,浙江 嘉兴市,男,25,4601,120.75549240000001,30.74498339
5350,福建 福州市,男,31,4601,119.29645990000002,26.07417345
26004,广东 江门市,男,41,4601,113.0815873,22.57869763
4198,辽宁 大连市,女,24,4600,121.6147485,38.913680299999996
46034,北京,女,24,4600,116.4071592,39.90467168
51477,上海,女,23,4600,121.47369990000001,31.23039505
40680,四川 成都市,男,33,4600,104.064766,30.57016295
11432,浙江 绍兴市,男,25,4591,120.5802102,30.03027163
35195,山东 济宁市,女,22,4563,116.58723559999999,35.41460672
46035,北京,男,23,4553,116.4071592,39.90467168
46036,北京,男,24,4539,116.4071592,39.90467168
46037,北京,男,26,4536,116.4071592,39.90467168
37442,安徽 宣城市,男,30,4526,118.75867290000001,30.94066897
10091,湖北 武汉市,男,39,4521,114.30523059999999,30.59274732
37166,安徽 芜湖市,男,32,4520,118.4331335,31.35245062
578,黑龙江 哈尔滨市,男,28,4518,126.5358233,45.80217361
40681,四川 成都市,男,22,4517,104.064766,30.57016295
35687,山东 济南市,男,33,4516,116.9948952,36.66526101
34542,山东 烟台市,女,30,4514,121.4480162,37.46351347
46038,北京,男,26,4512,116.4071592,39.90467168
