MOBILEAREA,性别,年龄,金额
黑龙江 齐齐哈尔市,男,35,1400026
黑龙江 齐齐哈尔市,男,60,860000
黑龙江 齐齐哈尔市,女,57,540000
黑龙江 齐齐哈尔市,男,41,400001
黑龙江 齐齐哈尔市,男,34,313271
黑龙江 齐齐哈尔市,女,38,252142
黑龙江 齐齐哈尔市,女,46,175055
黑龙江 齐齐哈尔市,男,26,155251
黑龙江 齐齐哈尔市,女,25,110000
黑龙江 齐齐哈尔市,女,22,92888
黑龙江 齐齐哈尔市,女,35,90001
黑龙江 齐齐哈尔市,女,27,44608
黑龙江 齐齐哈尔市,男,47,40000
黑龙江 齐齐哈尔市,女,35,36011
黑龙江 齐齐哈尔市,男,27,31440
黑龙江 齐齐哈尔市,女,49,22100
黑龙江 齐齐哈尔市,女,43,20000
黑龙江 齐齐哈尔市,男,33,17000
黑龙江 齐齐哈尔市,男,33,15100
黑龙江 齐齐哈尔市,女,26,10000
黑龙江 齐齐哈尔市,女,31,10000
黑龙江 齐齐哈尔市,男,46,8000
黑龙江 齐齐哈尔市,男,24,5001
黑龙江 齐齐哈尔市,男,27,5001
黑龙江 齐齐哈尔市,男,23,4500
黑龙江 齐齐哈尔市,女,30,3029
黑龙江 齐齐哈尔市,男,36,2034
黑龙江 齐齐哈尔市,女,37,500
黑龙江 齐齐哈尔市,女,45,400
黑龙江 齐齐哈尔市,男,26,300
黑龙江 齐齐哈尔市,女,45,202
黑龙江 齐齐哈尔市,男,28,101
黑龙江 齐齐哈尔市,女,19,100
黑龙江 齐齐哈尔市,男,28,100
黑龙江 齐齐哈尔市,女,25,100
黑龙江 齐齐哈尔市,女,51,100
黑龙江 齐齐哈尔市,女,34,10
黑龙江 齐齐哈尔市,男,30,8
黑龙江 齐齐哈尔市,女,25,4
黑龙江 齐齐哈尔市,男,32,0
黑龙江 黑河市,男,49,180021
黑龙江 黑河市,女,37,39820
黑龙江 黑河市,女,35,36863
黑龙江 黑河市,男,38,19110
黑龙江 黑河市,男,21,1000
黑龙江 黑河市,男,35,106
黑龙江 黑河市,女,29,100
黑龙江 黑河市,女,33,100
黑龙江 黑河市,女,37,100
黑龙江 黑河市,男,66,100
黑龙江 黑河市,女,17,100
黑龙江 黑河市,女,18,100
黑龙江 黑河市,女,25,100
黑龙江 黑河市,男,21,1
黑龙江 黑河市,女,28,0
黑龙江 鹤岗市,男,49,353647
黑龙江 鹤岗市,女,26,247044
黑龙江 鹤岗市,女,28,170300
黑龙江 鹤岗市,男,39,100005
黑龙江 鹤岗市,女,27,32391
黑龙江 鹤岗市,女,22,4000
黑龙江 鹤岗市,女,44,1000
黑龙江 鹤岗市,男,34,200
黑龙江 鹤岗市,女,41,200
黑龙江 鹤岗市,女,24,100
黑龙江 鹤岗市,男,31,11
黑龙江 鹤岗市,女,42,0
黑龙江 鸡西市,女,34,1400000
黑龙江 鸡西市,男,29,438307
黑龙江 鸡西市,女,29,170000
黑龙江 鸡西市,男,23,91628
黑龙江 鸡西市,女,30,39102
黑龙江 鸡西市,女,25,27000
黑龙江 鸡西市,女,26,22701
黑龙江 鸡西市,女,40,20003
黑龙江 鸡西市,女,42,10000
黑龙江 鸡西市,男,27,6001
黑龙江 鸡西市,男,53,3012
黑龙江 鸡西市,男,36,2100
黑龙江 鸡西市,女,48,2000
黑龙江 鸡西市,男,20,1001
黑龙江 鸡西市,女,24,1001
黑龙江 鸡西市,女,18,1000
黑龙江 鸡西市,女,25,100
黑龙江 鸡西市,女,23,25
黑龙江 鸡西市,女,25,2
黑龙江 鸡西市,男,26,1
黑龙江 鸡西市,女,25,1
黑龙江 鸡西市,男,21,0
黑龙江 绥化市,男,33,182085
黑龙江 绥化市,女,31,150081
黑龙江 绥化市,女,53,40125
黑龙江 绥化市,女,24,20000
黑龙江 绥化市,男,27,16502
黑龙江 绥化市,女,24,10000
黑龙江 绥化市,男,22,107
黑龙江 绥化市,男,33,102
黑龙江 牡丹江市,男,25,863316
黑龙江 牡丹江市,女,36,852946
黑龙江 牡丹江市,男,30,638358
黑龙江 牡丹江市,男,53,470000
黑龙江 牡丹江市,男,42,410097
黑龙江 牡丹江市,女,28,404022
黑龙江 牡丹江市,男,25,350300
黑龙江 牡丹江市,女,28,331516
黑龙江 牡丹江市,男,38,303163
黑龙江 牡丹江市,女,51,300732
黑龙江 牡丹江市,女,26,198166
黑龙江 牡丹江市,女,39,186004
黑龙江 牡丹江市,男,34,124042
黑龙江 牡丹江市,男,32,115000
黑龙江 牡丹江市,女,27,105717
黑龙江 牡丹江市,女,31,105009
黑龙江 牡丹江市,女,44,100005
黑龙江 牡丹江市,女,27,84815
黑龙江 牡丹江市,女,40,65003
黑龙江 牡丹江市,男,32,63568
黑龙江 牡丹江市,男,42,60200
黑龙江 牡丹江市,女,26,60000
黑龙江 牡丹江市,女,25,57002
黑龙江 牡丹江市,男,27,55212
黑龙江 牡丹江市,女,35,55001
黑龙江 牡丹江市,女,42,40000
黑龙江 牡丹江市,男,31,40000
黑龙江 牡丹江市,男,25,34500
黑龙江 牡丹江市,女,40,30990
黑龙江 牡丹江市,男,24,30000
黑龙江 牡丹江市,女,53,26000
黑龙江 牡丹江市,女,28,21649
黑龙江 牡丹江市,女,27,20002
黑龙江 牡丹江市,男,24,20000
黑龙江 牡丹江市,男,33,20000
黑龙江 牡丹江市,女,33,20000
黑龙江 牡丹江市,男,25,11000
黑龙江 牡丹江市,男,25,10010
黑龙江 牡丹江市,女,25,10002
黑龙江 牡丹江市,男,38,10000
黑龙江 牡丹江市,男,24,10000
黑龙江 牡丹江市,女,28,10000
黑龙江 牡丹江市,男,39,4304
黑龙江 牡丹江市,女,25,4200
黑龙江 牡丹江市,女,35,4008
黑龙江 牡丹江市,男,40,4000
黑龙江 牡丹江市,男,32,1004
黑龙江 牡丹江市,男,28,1000
黑龙江 牡丹江市,男,38,900
黑龙江 牡丹江市,女,26,500
黑龙江 牡丹江市,男,48,173
黑龙江 牡丹江市,女,21,100
黑龙江 牡丹江市,男,29,100
黑龙江 牡丹江市,女,28,100
黑龙江 牡丹江市,女,28,100
黑龙江 牡丹江市,女,54,100
黑龙江 牡丹江市,女,31,100
黑龙江 牡丹江市,女,31,100
黑龙江 牡丹江市,女,24,100
黑龙江 牡丹江市,女,28,100
黑龙江 牡丹江市,女,28,50
黑龙江 牡丹江市,女,24,5
黑龙江 牡丹江市,男,28,5
黑龙江 牡丹江市,女,28,3
黑龙江 牡丹江市,男,40,2
黑龙江 牡丹江市,男,28,2
黑龙江 牡丹江市,男,30,1
黑龙江 牡丹江市,男,20,0
黑龙江 牡丹江市,女,26,0
黑龙江 牡丹江市,男,32,0
黑龙江 大庆市,男,52,2100037
黑龙江 大庆市,男,35,701511
黑龙江 大庆市,男,36,500540
黑龙江 大庆市,男,34,491708
黑龙江 大庆市,女,29,472601
黑龙江 大庆市,男,43,366502
黑龙江 大庆市,男,25,290000
黑龙江 大庆市,男,40,248900
黑龙江 大庆市,男,28,200010
黑龙江 大庆市,女,32,200005
黑龙江 大庆市,男,26,199074
黑龙江 大庆市,男,32,180000
黑龙江 大庆市,女,37,169663
黑龙江 大庆市,男,38,150081
黑龙江 大庆市,男,26,149900
黑龙江 大庆市,男,29,143661
黑龙江 大庆市,男,31,140000
黑龙江 大庆市,男,27,127020
黑龙江 大庆市,男,32,120163
黑龙江 大庆市,女,36,120099
黑龙江 大庆市,男,45,120081
黑龙江 大庆市,男,43,110000
黑龙江 大庆市,男,31,100205
黑龙江 大庆市,女,23,91000
黑龙江 大庆市,女,48,90542
黑龙江 大庆市,男,39,90006
黑龙江 大庆市,男,50,85000
黑龙江 大庆市,男,33,82011
黑龙江 大庆市,男,35,80006
黑龙江 大庆市,女,37,80001
黑龙江 大庆市,女,43,79600
黑龙江 大庆市,男,49,70661
黑龙江 大庆市,女,42,60003
黑龙江 大庆市,女,30,50000
黑龙江 大庆市,男,41,46012
黑龙江 大庆市,女,26,40087
黑龙江 大庆市,男,18,29090
黑龙江 大庆市,女,28,25081
黑龙江 大庆市,女,52,25034
黑龙江 大庆市,男,38,24001
黑龙江 大庆市,女,27,22413
黑龙江 大庆市,女,27,20779
黑龙江 大庆市,男,30,20244
黑龙江 大庆市,男,37,20154
黑龙江 大庆市,男,27,20108
黑龙江 大庆市,女,32,20001
黑龙江 大庆市,男,33,20000
黑龙江 大庆市,男,34,13028
黑龙江 大庆市,女,39,13000
黑龙江 大庆市,男,25,10003
黑龙江 大庆市,男,27,10002
黑龙江 大庆市,女,29,10001
黑龙江 大庆市,男,32,10000
黑龙江 大庆市,男,35,10000
黑龙江 大庆市,男,29,10000
黑龙江 大庆市,男,32,10000
黑龙江 大庆市,男,35,7100
黑龙江 大庆市,女,24,5200
黑龙江 大庆市,男,38,5000
黑龙江 大庆市,男,23,4003
黑龙江 大庆市,男,26,4000
黑龙江 大庆市,男,28,3180
黑龙江 大庆市,男,43,2055
黑龙江 大庆市,男,31,2008
黑龙江 大庆市,男,22,2000
黑龙江 大庆市,女,27,2000
黑龙江 大庆市,男,33,1213
黑龙江 大庆市,男,28,1201
黑龙江 大庆市,男,32,1000
黑龙江 大庆市,男,28,818
黑龙江 大庆市,男,30,702
黑龙江 大庆市,女,31,500
黑龙江 大庆市,男,36,201
黑龙江 大庆市,男,32,201
黑龙江 大庆市,男,24,200
黑龙江 大庆市,男,27,195
黑龙江 大庆市,女,34,102
黑龙江 大庆市,女,27,100
黑龙江 大庆市,男,29,100
黑龙江 大庆市,女,32,100
黑龙江 大庆市,女,47,100
黑龙江 大庆市,男,17,100
黑龙江 大庆市,女,26,100
黑龙江 大庆市,男,55,100
黑龙江 大庆市,女,52,100
黑龙江 大庆市,男,33,97
黑龙江 大庆市,男,32,28
黑龙江 大庆市,男,29,14
黑龙江 大庆市,男,27,11
黑龙江 大庆市,男,21,10
黑龙江 大庆市,男,29,5
黑龙江 大庆市,男,36,5
黑龙江 大庆市,女,36,3
黑龙江 大庆市,男,33,3
黑龙江 大兴安岭地区,女,45,150300
黑龙江 大兴安岭地区,男,41,100021
黑龙江 大兴安岭地区,男,33,20002
黑龙江 大兴安岭地区,男,32,9000
黑龙江 大兴安岭地区,男,37,1000
黑龙江 大兴安岭地区,女,45,107
黑龙江 哈尔滨市,女,50,2930002
黑龙江 哈尔滨市,女,38,2072006
黑龙江 哈尔滨市,男,44,2045000
黑龙江 哈尔滨市,男,34,2005359
黑龙江 哈尔滨市,女,49,2000000
黑龙江 哈尔滨市,男,54,2000000
黑龙江 哈尔滨市,男,47,1914010
黑龙江 哈尔滨市,男,44,1754972
黑龙江 哈尔滨市,男,44,1599145
黑龙江 哈尔滨市,男,45,1527906
黑龙江 哈尔滨市,男,43,1458370
黑龙江 哈尔滨市,男,43,1200002
黑龙江 哈尔滨市,男,35,1200001
黑龙江 哈尔滨市,男,34,1191001
黑龙江 哈尔滨市,男,48,1080003
黑龙江 哈尔滨市,男,33,1045906
黑龙江 哈尔滨市,男,36,980002
黑龙江 哈尔滨市,男,31,922205
黑龙江 哈尔滨市,男,35,878802
黑龙江 哈尔滨市,女,42,809100
黑龙江 哈尔滨市,男,57,800110
黑龙江 哈尔滨市,男,41,800004
黑龙江 哈尔滨市,男,46,792878
黑龙江 哈尔滨市,女,56,660001
黑龙江 哈尔滨市,女,28,650000
黑龙江 哈尔滨市,女,44,611010
黑龙江 哈尔滨市,女,28,610457
黑龙江 哈尔滨市,男,44,600003
黑龙江 哈尔滨市,女,41,600000
黑龙江 哈尔滨市,女,42,600000
黑龙江 哈尔滨市,女,41,596023
黑龙江 哈尔滨市,男,42,593570
黑龙江 哈尔滨市,女,32,548025
黑龙江 哈尔滨市,女,33,511542
黑龙江 哈尔滨市,女,36,511487
黑龙江 哈尔滨市,女,30,495104
黑龙江 哈尔滨市,女,29,489844
黑龙江 哈尔滨市,男,31,431168
黑龙江 哈尔滨市,男,33,430716
黑龙江 哈尔滨市,女,42,422382
黑龙江 哈尔滨市,男,36,420003
黑龙江 哈尔滨市,男,46,400024
黑龙江 哈尔滨市,男,38,400013
黑龙江 哈尔滨市,女,32,381368
黑龙江 哈尔滨市,男,41,380033
黑龙江 哈尔滨市,女,32,377263
黑龙江 哈尔滨市,男,42,373942
黑龙江 哈尔滨市,男,29,370000
黑龙江 哈尔滨市,女,32,369600
黑龙江 哈尔滨市,男,35,363410
黑龙江 哈尔滨市,女,38,357101
黑龙江 哈尔滨市,男,31,346351
黑龙江 哈尔滨市,男,34,311000
黑龙江 哈尔滨市,男,31,304137
黑龙江 哈尔滨市,男,37,301940
黑龙江 哈尔滨市,女,43,301230
黑龙江 哈尔滨市,男,41,300008
黑龙江 哈尔滨市,男,32,299925
黑龙江 哈尔滨市,男,35,296012
黑龙江 哈尔滨市,女,34,292157
黑龙江 哈尔滨市,男,34,282015
黑龙江 哈尔滨市,女,29,277257
黑龙江 哈尔滨市,男,27,275271
黑龙江 哈尔滨市,男,37,270081
黑龙江 哈尔滨市,女,33,268967
黑龙江 哈尔滨市,男,41,260089
黑龙江 哈尔滨市,女,49,254322
黑龙江 哈尔滨市,男,31,251006
黑龙江 哈尔滨市,男,28,250128
黑龙江 哈尔滨市,女,26,248982
黑龙江 哈尔滨市,男,40,246014
黑龙江 哈尔滨市,男,39,246012
黑龙江 哈尔滨市,男,35,245502
黑龙江 哈尔滨市,男,37,243822
黑龙江 哈尔滨市,男,26,242314
黑龙江 哈尔滨市,女,42,240027
黑龙江 哈尔滨市,男,26,239051
黑龙江 哈尔滨市,女,56,237045
黑龙江 哈尔滨市,女,25,231009
黑龙江 哈尔滨市,女,29,230184
黑龙江 哈尔滨市,男,26,228581
黑龙江 哈尔滨市,男,34,225072
黑龙江 哈尔滨市,男,40,221986
黑龙江 哈尔滨市,男,44,220086
黑龙江 哈尔滨市,女,31,210035
黑龙江 哈尔滨市,男,44,200018
黑龙江 哈尔滨市,男,28,200018
黑龙江 哈尔滨市,女,37,200011
黑龙江 哈尔滨市,男,32,200005
黑龙江 哈尔滨市,男,30,200003
黑龙江 哈尔滨市,男,33,200002
黑龙江 哈尔滨市,女,34,200002
黑龙江 哈尔滨市,男,28,199087
黑龙江 哈尔滨市,男,25,186218
黑龙江 哈尔滨市,女,57,178181
黑龙江 哈尔滨市,女,25,167081
黑龙江 哈尔滨市,女,33,166500
黑龙江 哈尔滨市,女,23,161821
黑龙江 哈尔滨市,男,28,160281
黑龙江 哈尔滨市,男,41,158300
黑龙江 哈尔滨市,女,29,155100
黑龙江 哈尔滨市,女,29,150083
黑龙江 哈尔滨市,女,34,150000
黑龙江 哈尔滨市,男,32,144272
黑龙江 哈尔滨市,男,32,142019
黑龙江 哈尔滨市,女,31,140084
黑龙江 哈尔滨市,男,49,140000
黑龙江 哈尔滨市,女,37,140000
黑龙江 哈尔滨市,男,31,135372
黑龙江 哈尔滨市,女,33,135036
黑龙江 哈尔滨市,女,30,135000
黑龙江 哈尔滨市,女,31,130281
黑龙江 哈尔滨市,女,26,130006
黑龙江 哈尔滨市,男,29,130003
黑龙江 哈尔滨市,女,27,130000
黑龙江 哈尔滨市,男,34,128837
黑龙江 哈尔滨市,女,25,120081
黑龙江 哈尔滨市,男,48,120081
黑龙江 哈尔滨市,男,38,120003
黑龙江 哈尔滨市,男,28,120003
黑龙江 哈尔滨市,男,35,120003
黑龙江 哈尔滨市,男,39,120001
黑龙江 哈尔滨市,女,27,120000
黑龙江 哈尔滨市,男,24,116978
黑龙江 哈尔滨市,女,44,115041
黑龙江 哈尔滨市,男,25,110863
黑龙江 哈尔滨市,男,36,110625
黑龙江 哈尔滨市,男,24,110003
黑龙江 哈尔滨市,女,33,110000
黑龙江 哈尔滨市,女,36,108305
黑龙江 哈尔滨市,女,33,100577
黑龙江 哈尔滨市,男,29,100019
黑龙江 哈尔滨市,男,29,100013
黑龙江 哈尔滨市,女,33,100012
黑龙江 哈尔滨市,男,36,100004
黑龙江 哈尔滨市,女,35,100003
黑龙江 哈尔滨市,男,33,100002
黑龙江 哈尔滨市,女,40,100001
黑龙江 哈尔滨市,女,45,100001
黑龙江 哈尔滨市,女,38,100000
黑龙江 哈尔滨市,女,32,100000
黑龙江 哈尔滨市,男,28,99998
黑龙江 哈尔滨市,男,44,98002
黑龙江 哈尔滨市,男,32,95000
黑龙江 哈尔滨市,女,32,90044
黑龙江 哈尔滨市,男,33,90000
黑龙江 哈尔滨市,女,23,85081
黑龙江 哈尔滨市,男,29,83000
黑龙江 哈尔滨市,男,34,80087
黑龙江 哈尔滨市,男,33,80082
黑龙江 哈尔滨市,女,28,80000
黑龙江 哈尔滨市,女,33,80000
黑龙江 哈尔滨市,男,29,80000
黑龙江 哈尔滨市,男,46,79404
黑龙江 哈尔滨市,男,24,77043
黑龙江 哈尔滨市,男,34,73580
黑龙江 哈尔滨市,女,26,73310
黑龙江 哈尔滨市,男,23,73136
黑龙江 哈尔滨市,男,47,73001
黑龙江 哈尔滨市,女,33,73000
黑龙江 哈尔滨市,男,43,70196
黑龙江 哈尔滨市,男,46,70163
黑龙江 哈尔滨市,女,37,70084
黑龙江 哈尔滨市,女,35,70081
黑龙江 哈尔滨市,男,29,70003
黑龙江 哈尔滨市,男,46,70000
黑龙江 哈尔滨市,女,29,64200
黑龙江 哈尔滨市,女,25,62081
黑龙江 哈尔滨市,女,33,60581
黑龙江 哈尔滨市,男,28,60483
黑龙江 哈尔滨市,男,31,60465
黑龙江 哈尔滨市,女,25,60100
黑龙江 哈尔滨市,女,65,60081
黑龙江 哈尔滨市,女,32,60012
黑龙江 哈尔滨市,男,29,60009
黑龙江 哈尔滨市,男,48,60003
黑龙江 哈尔滨市,男,46,60001
黑龙江 哈尔滨市,男,33,60001
黑龙江 哈尔滨市,男,43,60000
黑龙江 哈尔滨市,男,33,60000
黑龙江 哈尔滨市,女,40,60000
黑龙江 哈尔滨市,男,30,58969
黑龙江 哈尔滨市,女,33,57041
黑龙江 哈尔滨市,女,32,57000
黑龙江 哈尔滨市,男,27,56419
黑龙江 哈尔滨市,男,33,55087
黑龙江 哈尔滨市,女,43,52026
黑龙江 哈尔滨市,男,30,50087
黑龙江 哈尔滨市,男,44,50000
黑龙江 哈尔滨市,男,41,50000
黑龙江 哈尔滨市,男,57,50000
黑龙江 哈尔滨市,女,38,50000
黑龙江 哈尔滨市,男,26,49700
黑龙江 哈尔滨市,男,35,48081
黑龙江 哈尔滨市,男,25,47988
黑龙江 哈尔滨市,男,31,46423
黑龙江 哈尔滨市,男,31,46009
黑龙江 哈尔滨市,女,35,44749
黑龙江 哈尔滨市,男,24,44083
黑龙江 哈尔滨市,男,60,42646
黑龙江 哈尔滨市,男,30,40086
黑龙江 哈尔滨市,女,26,40081
黑龙江 哈尔滨市,女,32,40011
黑龙江 哈尔滨市,男,32,40011
黑龙江 哈尔滨市,女,37,40003
黑龙江 哈尔滨市,女,34,40002
黑龙江 哈尔滨市,男,27,40001
黑龙江 哈尔滨市,男,40,40000
黑龙江 哈尔滨市,女,37,40000
黑龙江 哈尔滨市,女,36,40000
黑龙江 哈尔滨市,女,26,40000
黑龙江 哈尔滨市,女,27,38033
黑龙江 哈尔滨市,男,34,37501
黑龙江 哈尔滨市,女,43,36000
黑龙江 哈尔滨市,男,23,36000
黑龙江 哈尔滨市,男,27,35081
黑龙江 哈尔滨市,女,28,35000
黑龙江 哈尔滨市,男,23,34982
黑龙江 哈尔滨市,男,34,31000
黑龙江 哈尔滨市,女,33,30281
黑龙江 哈尔滨市,女,24,30081
黑龙江 哈尔滨市,男,24,30051
黑龙江 哈尔滨市,男,34,30031
黑龙江 哈尔滨市,女,31,30000
黑龙江 哈尔滨市,女,40,29049
黑龙江 哈尔滨市,女,33,28081
黑龙江 哈尔滨市,女,29,28016
黑龙江 哈尔滨市,女,33,26757
黑龙江 哈尔滨市,男,31,25000
黑龙江 哈尔滨市,女,29,24033
黑龙江 哈尔滨市,男,27,24027
黑龙江 哈尔滨市,女,54,24000
黑龙江 哈尔滨市,女,30,23841
黑龙江 哈尔滨市,女,39,23000
黑龙江 哈尔滨市,男,46,21450
黑龙江 哈尔滨市,女,26,21386
黑龙江 哈尔滨市,男,27,20017
黑龙江 哈尔滨市,男,31,20014
黑龙江 哈尔滨市,男,44,20009
黑龙江 哈尔滨市,男,36,20007
黑龙江 哈尔滨市,女,25,20006
黑龙江 哈尔滨市,女,37,20004
黑龙江 哈尔滨市,男,32,20003
黑龙江 哈尔滨市,女,41,20001
黑龙江 哈尔滨市,男,48,20001
黑龙江 哈尔滨市,女,32,20001
黑龙江 哈尔滨市,男,42,20001
黑龙江 哈尔滨市,男,28,20000
黑龙江 哈尔滨市,男,47,20000
黑龙江 哈尔滨市,女,31,20000
黑龙江 哈尔滨市,男,43,20000
黑龙江 哈尔滨市,男,38,20000
黑龙江 哈尔滨市,男,35,20000
黑龙江 哈尔滨市,男,44,20000
黑龙江 哈尔滨市,女,44,20000
黑龙江 哈尔滨市,男,28,18007
黑龙江 哈尔滨市,女,39,17241
黑龙江 哈尔滨市,女,25,16124
黑龙江 哈尔滨市,男,25,15200
黑龙江 哈尔滨市,男,37,15003
黑龙江 哈尔滨市,男,23,15000
黑龙江 哈尔滨市,男,42,15000
黑龙江 哈尔滨市,男,23,13501
黑龙江 哈尔滨市,男,42,13020
黑龙江 哈尔滨市,男,27,12604
黑龙江 哈尔滨市,女,24,10800
黑龙江 哈尔滨市,女,23,10467
黑龙江 哈尔滨市,女,24,10400
黑龙江 哈尔滨市,男,0,10091
黑龙江 哈尔滨市,女,49,10041
黑龙江 哈尔滨市,男,54,10026
黑龙江 哈尔滨市,女,52,10004
黑龙江 哈尔滨市,男,33,10002
黑龙江 哈尔滨市,女,39,10000
黑龙江 哈尔滨市,女,39,10000
黑龙江 哈尔滨市,男,37,10000
黑龙江 哈尔滨市,男,18,10000
黑龙江 哈尔滨市,男,35,10000
黑龙江 哈尔滨市,女,21,10000
黑龙江 哈尔滨市,女,26,10000
黑龙江 哈尔滨市,女,24,10000
黑龙江 哈尔滨市,女,28,10000
黑龙江 哈尔滨市,女,28,10000
黑龙江 哈尔滨市,男,29,10000
黑龙江 哈尔滨市,男,39,10000
黑龙江 哈尔滨市,女,43,10000
黑龙江 哈尔滨市,男,28,10000
黑龙江 哈尔滨市,男,42,10000
黑龙江 哈尔滨市,男,40,10000
黑龙江 哈尔滨市,女,47,10000
黑龙江 哈尔滨市,男,42,10000
黑龙江 哈尔滨市,女,26,10000
黑龙江 哈尔滨市,男,39,9569
黑龙江 哈尔滨市,男,21,9225
黑龙江 哈尔滨市,男,27,9000
黑龙江 哈尔滨市,女,28,8301
黑龙江 哈尔滨市,女,20,7604
黑龙江 哈尔滨市,女,23,7000
黑龙江 哈尔滨市,女,22,6900
黑龙江 哈尔滨市,男,24,6007
黑龙江 哈尔滨市,男,33,6000
黑龙江 哈尔滨市,男,31,5606
黑龙江 哈尔滨市,女,26,5235
黑龙江 哈尔滨市,男,42,5020
黑龙江 哈尔滨市,男,35,5010
黑龙江 哈尔滨市,男,31,5002
黑龙江 哈尔滨市,男,27,5000
黑龙江 哈尔滨市,女,33,5000
黑龙江 哈尔滨市,男,32,5000
黑龙江 哈尔滨市,女,26,5000
黑龙江 哈尔滨市,男,26,4625
黑龙江 哈尔滨市,男,28,4518
黑龙江 哈尔滨市,女,25,4314
黑龙江 哈尔滨市,女,33,4007
黑龙江 哈尔滨市,男,34,4000
黑龙江 哈尔滨市,男,19,4000
黑龙江 哈尔滨市,女,43,3898
黑龙江 哈尔滨市,男,27,3202
黑龙江 哈尔滨市,男,34,3018
黑龙江 哈尔滨市,男,30,3016
黑龙江 哈尔滨市,男,30,3008
黑龙江 哈尔滨市,男,26,3000
黑龙江 哈尔滨市,女,21,2700
黑龙江 哈尔滨市,男,31,2004
黑龙江 哈尔滨市,男,33,2002
黑龙江 哈尔滨市,女,27,2000
黑龙江 哈尔滨市,女,45,2000
黑龙江 哈尔滨市,女,27,2000
黑龙江 哈尔滨市,男,36,2000
黑龙江 哈尔滨市,男,24,1503
黑龙江 哈尔滨市,男,30,1503
黑龙江 哈尔滨市,女,27,1501
黑龙江 哈尔滨市,女,29,1007
黑龙江 哈尔滨市,男,37,1001
黑龙江 哈尔滨市,男,28,1001
黑龙江 哈尔滨市,男,36,1000
黑龙江 哈尔滨市,女,28,1000
黑龙江 哈尔滨市,男,50,1000
黑龙江 哈尔滨市,女,53,1000
黑龙江 哈尔滨市,男,46,1000
黑龙江 哈尔滨市,女,35,1000
黑龙江 哈尔滨市,男,28,1000
黑龙江 哈尔滨市,男,23,1000
黑龙江 哈尔滨市,女,25,1000
黑龙江 哈尔滨市,女,24,1000
黑龙江 哈尔滨市,女,24,1000
黑龙江 哈尔滨市,男,38,1000
黑龙江 哈尔滨市,女,26,1000
黑龙江 哈尔滨市,男,25,826
黑龙江 哈尔滨市,男,30,601
黑龙江 哈尔滨市,男,22,601
黑龙江 哈尔滨市,男,29,505
黑龙江 哈尔滨市,男,30,501
黑龙江 哈尔滨市,女,20,500
黑龙江 哈尔滨市,女,37,500
黑龙江 哈尔滨市,女,27,500
黑龙江 哈尔滨市,女,32,500
黑龙江 哈尔滨市,男,33,500
黑龙江 哈尔滨市,男,35,500
黑龙江 哈尔滨市,女,32,402
黑龙江 哈尔滨市,女,28,401
黑龙江 哈尔滨市,男,24,400
黑龙江 哈尔滨市,男,30,361
黑龙江 哈尔滨市,女,27,203
黑龙江 哈尔滨市,男,26,200
黑龙江 哈尔滨市,男,30,200
黑龙江 哈尔滨市,女,26,200
黑龙江 哈尔滨市,女,29,200
黑龙江 哈尔滨市,男,34,144
黑龙江 哈尔滨市,男,33,108
黑龙江 哈尔滨市,男,35,104
黑龙江 哈尔滨市,男,26,102
黑龙江 哈尔滨市,男,30,102
黑龙江 哈尔滨市,男,32,101
黑龙江 哈尔滨市,女,31,100
黑龙江 哈尔滨市,女,45,100
黑龙江 哈尔滨市,男,45,100
黑龙江 哈尔滨市,男,40,100
黑龙江 哈尔滨市,女,43,100
黑龙江 哈尔滨市,女,45,100
黑龙江 哈尔滨市,男,24,100
黑龙江 哈尔滨市,男,18,100
黑龙江 哈尔滨市,女,35,100
黑龙江 哈尔滨市,男,26,100
黑龙江 哈尔滨市,女,21,100
黑龙江 哈尔滨市,男,26,100
黑龙江 哈尔滨市,女,26,100
黑龙江 哈尔滨市,女,58,100
黑龙江 哈尔滨市,女,23,100
黑龙江 哈尔滨市,女,23,100
黑龙江 哈尔滨市,男,44,100
黑龙江 哈尔滨市,女,33,100
黑龙江 哈尔滨市,男,35,71
黑龙江 哈尔滨市,男,39,45
黑龙江 哈尔滨市,男,42,33
黑龙江 哈尔滨市,男,28,20
黑龙江 哈尔滨市,男,35,12
黑龙江 哈尔滨市,女,33,11
黑龙江 哈尔滨市,男,33,11
黑龙江 哈尔滨市,女,33,11
黑龙江 哈尔滨市,男,28,7
黑龙江 哈尔滨市,男,28,5
黑龙江 哈尔滨市,男,30,3
黑龙江 哈尔滨市,男,23,3
黑龙江 哈尔滨市,男,36,3
黑龙江 哈尔滨市,女,20,2
黑龙江 哈尔滨市,男,21,2
黑龙江 哈尔滨市,男,25,2
黑龙江 哈尔滨市,女,25,2
黑龙江 哈尔滨市,男,30,2
黑龙江 哈尔滨市,男,29,2
黑龙江 哈尔滨市,男,23,2
黑龙江 哈尔滨市,男,27,2
黑龙江 哈尔滨市,女,29,2
黑龙江 哈尔滨市,男,24,1
黑龙江 哈尔滨市,男,36,1
黑龙江 哈尔滨市,男,37,1
黑龙江 哈尔滨市,女,42,1
黑龙江 哈尔滨市,男,50,0
黑龙江 哈尔滨市,女,34,0
黑龙江 哈尔滨市,女,45,0
黑龙江 哈尔滨市,男,34,0
黑龙江 哈尔滨市,男,21,0
黑龙江 哈尔滨市,女,27,0
